prior,nll,coverage,group_NEW YORK
hierarchical_normal,4.737669,0.4704225352112676,26.406343460083008
hierarchical_student_t,2.1177347,0.652112676056338,38.226688385009766
hierarchical_mixture,2.1754577,0.5922535211267606,48.50200271606445
