Unnamed: 0,id,year,zip_code,city,state,climate,building_class,facility_type,floor_area,year_built,number_of_people,occupant_density,operating_hours,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,wall_insulation_r_value,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,energy_star_rating,leed_score,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,data_source
0,1000057501,2014,10004,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,1338000.0,1970,No Value,No Value,No Value,Fluorescent - T8,Unknown,Other Or Combination,District Steam,Other Or Combination,Frame Wall,No Value,Unknown,Single-pane,Reflective,Unknown,72,Unknown,46.505708672699996,29.57947065345,132.5,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
1,1000130005,2012,10004,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,411500.0,1900,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Packaged Direct Expansion,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,78,Unknown,46.505708672699996,29.57947065345,79.881147541,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
2,1000160125,2017,10280,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,2577575.0,1987,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Metal - Uncategorized,No Value,Unknown,Double-pane,Other Or Combination,Unknown,76,Unknown,46.505708672699996,29.57947065345,117.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
9,1000440001,2013,10005,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,2239000.0,1961,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Metal - Uncategorized,No Value,Unknown,Double-pane,Low-e,Unknown,43,Unknown,46.505708672699996,29.57947065345,54.4,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
10,1000460009,2016,10005,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,934205.0,1912,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Chiller - Uncategorized,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,50,Unknown,46.505708672699996,29.57947065345,117.3784153005,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
13,1000660001,2013,10045,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,870210.0,1924,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Chiller - Uncategorized,Masonry,No Value,Unknown,Single-pane,Clear,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,107.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
17,1001237501,2017,10279,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,961744.0,1913,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Chiller - Uncategorized,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,91,Unknown,46.505708672699996,29.57947065345,48.9,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
18,1001270018,2016,10007,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,507000.0,1987,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Low-e,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,87.9590163934,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
19,1001550003,2014,10007,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,103158.0,1935,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Other Or Combination,Unknown,Masonry,No Value,Unknown,Double-pane,Clear,Unknown,98,Unknown,46.505708672699996,29.57947065345,39.1,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
37,1004770011,2016,10013,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,428624.0,2012,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Packaged Direct Expansion,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,52,Unknown,46.505708672699996,29.57947065345,100.9234972678,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
40,1004830017,2012,10012,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,181583.0,1902,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Split AC System,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,43,Unknown,46.505708672699996,29.57947065345,124.4590163934,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
41,1004840017,2013,10012,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,181000.0,2006,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Other Or Combination,Masonry,No Value,Unknown,Single-pane,Clear,Unknown,55,Unknown,46.505708672699996,29.57947065345,71.5,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
42,1004847502,2015,10012,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,181000.0,1878,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Packaged Direct Expansion,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,68,Unknown,46.505708672699996,29.57947065345,68.9,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
44,1004870010,2016,10012,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,55120.0,1853,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Other Or Combination,Other Or Combination,No Value,Unknown,Double-pane,Clear,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,81.4767759563,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
45,1004970001,2016,10012,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,78033.0,1900,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Other Or Combination,Packaged Direct Expansion,Other Or Combination,No Value,Unknown,Double-pane,Clear,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,86.662568306,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
58,1005630046,2012,10003,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,54814.0,1903,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Split AC System,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,60,Unknown,46.505708672699996,29.57947065345,71.4043715847,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
59,1005640034,2012,10003,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,119000.0,1903,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Packaged Direct Expansion,Masonry,No Value,Unknown,Double-pane,Clear,Unknown,84,Unknown,46.505708672699996,29.57947065345,62.2295081967,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
69,1005957501,2015,10013,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,56614.0,1930,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Electricity,Unknown,Frame Wall,No Value,Unknown,Other Or Combination,Low-e,Unknown,92,Unknown,46.505708672699996,29.57947065345,113.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
72,1005970055,2016,10013,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,101290.0,1925,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Other Or Combination,Unknown,Masonry,No Value,Unknown,Double-pane,Low-e,Unknown,53,Unknown,46.505708672699996,29.57947065345,104.5136612022,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
73,1006030028,2012,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,154328.0,1911,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.5 and No.6,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Low-e,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,93.8592786409,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
74,1006030028,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,154328.0,1911,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Other Or Combination,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,81,Unknown,46.505708672699996,29.57947065345,58.7390710383,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
77,1006270043,2017,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,206900.0,1912,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Other Or Combination,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,86,Unknown,46.505708672699996,29.57947065345,55.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
79,1006460032,2015,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,51744.0,2008,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Hot Water,Natural Gas,Packaged Direct Expansion,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,70,Unknown,46.505708672699996,29.57947065345,65.9,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
80,1006467502,2017,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,103878.0,1934,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Hot Water,Natural Gas,Chiller - Absorption,Other Or Combination,No Value,Unknown,Double-pane,Clear,Unknown,46,Unknown,46.505708672699996,29.57947065345,88.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
88,1007310001,2012,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,555000.0,1927,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.5 and No.6,Split AC System,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,48,Unknown,46.505708672699996,29.57947065345,113.8879781421,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
97,1007680050,2017,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,115433.0,1910,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Hot Water,Natural Gas,Other Or Combination,Other Or Combination,No Value,Unknown,Other Or Combination,Clear,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,81.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
103,1007780034,2018,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,57414.0,1925,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,67,Unknown,46.505708672699996,29.57947065345,63.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
104,1007830070,2012,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,2492589.0,1972,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Unknown,Chiller - Uncategorized,Other Or Combination,No Value,Unknown,Double-pane,Unknown,Unknown,76,Unknown,46.505708672699996,29.57947065345,112.6912568306,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
105,1007840019,2011,10122,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,569129.0,1929,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.5 and No.6,Other Or Combination,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,40.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
111,1007940017,2014,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,52500.0,1989,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Natural Gas,Packaged Direct Expansion,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,62,Unknown,46.505708672699996,29.57947065345,78.2,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
118,1008070039,2016,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,256540.0,1927,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Other Or Combination,Other Or Combination,Masonry,No Value,Unknown,Double-pane,Clear,Unknown,90,Unknown,46.505708672699996,29.57947065345,56.943989071,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
124,1008180078,2017,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,77035.0,1911,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Natural Gas,Packaged Direct Expansion,Other Or Combination,No Value,Unknown,Double-pane,Clear,Unknown,91,Unknown,46.505708672699996,29.57947065345,54.5,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
125,1008220070,2017,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,120000.0,1910,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Other Or Combination,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,75,Unknown,46.505708672699996,29.57947065345,67.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
126,1008250031,2013,10010,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,855509.0,1909,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Packaged Direct Expansion,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,65,Unknown,46.505708672699996,29.57947065345,101.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
127,1008260013,2014,10010,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,75000.0,1912,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Low-e,Unknown,68,Unknown,46.505708672699996,29.57947065345,90.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
128,1008270028,2012,10010,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,98475.0,1900,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Hot Water,Fuel Oil No.4,Packaged Direct Expansion,Masonry,No Value,Unknown,Single-pane,Clear,Unknown,91,Unknown,46.505708672699996,29.57947065345,93.7431693989,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
130,1008330063,2015,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,54118.0,1906,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Unknown,Masonry,No Value,Unknown,Single-pane,Clear,Unknown,10,Unknown,46.505708672699996,29.57947065345,133.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
131,1008360010,2015,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,275609.0,1912,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,98,Unknown,46.505708672699996,29.57947065345,37.8,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
138,1008377501,2016,10018,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,128315.0,1924,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Low-e,Unknown,79,Unknown,46.505708672699996,29.57947065345,83.7704918033,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
140,1008460002,2015,10003,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,71985.0,1985,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Unknown,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,95,Unknown,46.505708672699996,29.57947065345,71.9,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
141,1008460026,2015,10003,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,75799.0,1926,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Packaged Direct Expansion,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,53,Unknown,46.505708672699996,29.57947065345,65.7,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
144,1008480061,2016,10003,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,108554.0,1900,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Other Or Combination,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,28,Unknown,46.505708672699996,29.57947065345,119.8715846995,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
148,1008550024,2014,10010,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,364618.0,2001,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Chiller - Absorption,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,64,Unknown,46.505708672699996,29.57947065345,117.1,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
150,1008570062,2015,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,55575.0,1911,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Split AC System,Metal - Uncategorized,No Value,Unknown,Double-pane,Unknown,Unknown,73,Unknown,46.505708672699996,29.57947065345,79.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
152,1008630006,2016,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,153471.0,1913,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.2,Packaged Direct Expansion,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,90,Unknown,46.505708672699996,29.57947065345,58.3401639344,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
153,1008630013,2012,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,368855.0,1925,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Packaged Direct Expansion,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,83,Unknown,46.505708672699996,29.57947065345,58.1407103825,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
156,1008670015,2015,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,117500.0,1925,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Packaged Direct Expansion,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,87,Unknown,46.505708672699996,29.57947065345,64.6,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
158,1008670062,2016,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,68213.0,1923,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Hot Water,Fuel Oil No.2,Packaged Direct Expansion,Other Or Combination,No Value,Unknown,Double-pane,Clear,Unknown,60,Unknown,46.505708672699996,29.57947065345,92.8456284153,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
159,1008680025,2016,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,383934.0,1954,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,65,Unknown,46.505708672699996,29.57947065345,95.3387978142,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
161,1008680072,2017,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,74524.0,1906,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,District Steam,Packaged Direct Expansion,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,21,Unknown,46.505708672699996,29.57947065345,118.8,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
162,1008690020,2012,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,104431.0,2002,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.5 and No.6,Other Or Combination,Other Or Combination,No Value,Unknown,Double-pane,Clear,Unknown,No Value,Unknown,46.505708672699996,29.57947065345,80.6789617486,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
165,1008760001,2015,10010,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,100300.0,1910,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Natural Gas,Other Or Combination,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,100,Unknown,46.505708672699996,29.57947065345,22.3,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
180,1009200012,2011,10016,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,1056389.0,1963,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,District Steam,Chiller - Uncategorized,Other Or Combination,No Value,Unknown,Double-pane,Unknown,Unknown,78,Unknown,46.505708672699996,29.57947065345,92.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
194,1009970041,2016,10036,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,426056.0,1989,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Other Or Combination,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,40,Unknown,46.505708672699996,29.57947065345,101.9207650273,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
196,1010040029,2011,10019,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,1700000.0,1960,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,Other Or Combination,Chiller - Uncategorized,Frame Wall,No Value,Unknown,Single-pane,Other Or Combination,Unknown,62,Unknown,46.505708672699996,29.57947065345,135.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
219,1010860001,2012,10019,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,1029067.0,1971,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Chiller - Uncategorized,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,63,Unknown,46.505708672699996,29.57947065345,98.3306010929,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
220,1010867501,2015,10019,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,419990.0,1927,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Packaged Direct Expansion,Other Or Combination,No Value,Unknown,Double-pane,Unknown,Unknown,40,Unknown,46.505708672699996,29.57947065345,130.5,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
222,1011130008,2012,10023,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,119551.0,1923,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.5 and No.6,Split AC System,Masonry,No Value,Unknown,Other Or Combination,Clear,Unknown,99,Unknown,46.505708672699996,29.57947065345,40.4890710383,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
229,1011377501,2016,10023,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,448682.0,1990,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,30,Unknown,46.505708672699996,29.57947065345,125.7554644809,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
251,1012580042,2018,10036,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,72568.0,1900,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Other Or Combination,Other Or Combination,Frame Wall,No Value,Unknown,Double-pane,Clear,Unknown,96,Unknown,46.505708672699996,29.57947065345,52.1,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
252,1012630014,2012,10036,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,101422.0,1925,No Value,No Value,No Value,Other Or Combination,Unknown,Boiler - Steam,Fuel Oil No.4,Other Or Combination,Masonry,No Value,Unknown,Double-pane,Unknown,Unknown,79,Unknown,46.505708672699996,29.57947065345,70.1079234973,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
254,1012660001,2010,10112,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,528830.0,1939,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Unknown,No Value,Unknown,Double-pane,Low-e,Unknown,63,Unknown,46.505708672699996,29.57947065345,136.1316718038,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
255,1012660001,2011,10112,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,528830.0,1939,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Other Or Combination,Unknown,No Value,Unknown,Double-pane,Low-e,Unknown,60,Unknown,46.505708672699996,29.57947065345,109.0,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
258,1012690001,2013,10019,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,534822.0,1965,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Chiller - Uncategorized,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,43,Unknown,46.505708672699996,29.57947065345,126.4,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
259,1012730022,2012,10019,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,1421500.0,1971,No Value,No Value,No Value,Other Or Combination,Unknown,Other Or Combination,District Steam,Chiller - Uncategorized,Frame Wall,No Value,Unknown,Double-pane,Unknown,Unknown,43,Unknown,46.505708672699996,29.57947065345,112.2923497268,179.6150142753,No Value,New York City Benchmarking and Audit Ordinances
