condition,replication,wall_clock_s,MSE_signal,FPR,bulk_ESS,converged_alpha,PICP_90,rhat_max,converged_ok
Fully swapped,38,1.53686779999407,,,,,,1.5938434244497166,False
Fully swapped,39,1.5876046000048518,0.010193204585149423,0.0,295.1566540609683,0.5172925766041969,0.9666666666666667,1.0006622263126352,True
Fully swapped,40,1.6328873000456952,0.011656351762758789,0.06666666666666667,257.8816482647421,0.49363770366193427,0.9533333333333334,1.0241529466138948,True
Fully swapped,41,1.67070880002575,0.031081292433619893,0.13333333333333333,309.14701575460157,0.45757410149394473,0.98,1.0016440543541307,True
Fully swapped,42,1.564997699984815,0.007764705387802587,0.06666666666666667,284.4256564018164,0.4676062407379451,0.98,1.0111624195487259,True
Fully swapped,43,1.500404599995818,0.020177802483629156,0.0,253.06748533885244,0.49702699933219424,0.9966666666666667,1.0037056879731914,True
Fully swapped,44,1.5329035999602638,0.015266938357677456,0.06666666666666667,311.1488005370066,0.5257171220936212,0.95,1.0014429718280904,True
Fully swapped,45,1.5677281999960542,0.005079677465533173,0.26666666666666666,293.5380788801732,0.4430548429737823,0.95,1.0013933813779035,True
Fully swapped,46,1.6539190000039525,0.01670788526612451,0.2,314.57086160195695,0.4450205429265145,0.97,1.0301505876794166,True
Fully swapped,47,1.487600399996154,0.016886119742718676,0.06666666666666667,288.9027139729601,0.5143746984879398,0.9533333333333334,1.000984004624543,True
Fully swapped,48,1.6566205999697559,0.01211252784850165,0.06666666666666667,311.1220098941746,0.48853910285512203,0.9633333333333334,1.0018136940749751,True
Fully swapped,49,1.5424552999902517,0.0223989227398315,0.13333333333333333,304.20828766069565,0.48334886112269715,0.9666666666666667,1.001731873168188,True
Partial swap,0,1.4809687999659218,,,,,,1.0726033791179912,False
Partial swap,1,1.573331199993845,,,,,,1.2264856340060108,False
Partial swap,2,1.6473977999994531,,,,,,1.1102311646442375,False
Partial swap,3,1.4496855000033975,,,,,,1.1146908548721888,False
Partial swap,4,1.531537999981083,,,,,,1.0841707552489759,False
Partial swap,5,1.8049827999784611,,,,,,1.1476268485722068,False
Partial swap,6,1.5445617000223137,,,,,,1.083663797291327,False
Partial swap,7,1.532134999986738,,,,,,1.1117495293774444,False
Partial swap,8,1.6820977999595925,,,,,,1.1277845159765891,False
Partial swap,9,1.5734983999864198,,,,,,1.1892633919868543,False
Partial swap,10,1.4771741000004113,,,,,,1.1596976073566303,False
Partial swap,11,1.6000109000015073,,,,,,1.2053139480426938,False
Partial swap,12,1.496134799963329,,,,,,1.0980647161480999,False
Partial swap,13,1.4278771000099368,,,,,,14.535738622361418,False
Partial swap,14,1.5541571999783628,,,,,,1.1465768039394302,False
Partial swap,15,1.5423290000180714,,,,,,12.152177639447537,False
Partial swap,16,1.3649063999764621,,,,,,1.1052338946845437,False
Partial swap,17,1.5603394000208937,,,,,,1.0738024497871959,False
Partial swap,18,1.5842843999853358,,,,,,1.0697761575163436,False
Partial swap,19,1.5127334000426345,,,,,,1.1307919714931434,False
Partial swap,20,1.5732699000509456,0.00492522926754451,0.0,169.04839436178173,0.27674319814454573,0.93,1.0421017898490055,True
Partial swap,21,1.5556073999614455,,,,,,1.1586389293408152,False
Partial swap,22,1.5223213999997824,,,,,,1.0672417860406498,False
Partial swap,23,1.4669597999891266,,,,,,1.0973757988604345,False
