rho,group_size,replication,AEH_MSE,HS_MSE,MSE_ratio,AEH_alpha_star
0.5,5,23,0.0031175345698632394,0.003468858533970098,0.898720584691942,0.44770030245116477
0.5,5,24,0.00788124968713323,0.006861377300420324,1.1486396013596905,0.47102263291051694
0.5,5,25,0.011966751195451614,0.012026327185893268,0.9950462024256637,0.46414254525213894
0.5,5,26,0.005767933008820999,0.005934121053899055,0.9719944969830264,0.45024885271095527
0.5,5,27,0.004292318638820606,0.004424657674122278,0.9700905595305913,0.4610991882223856
0.5,5,28,0.010639381530369686,0.01078630042853636,0.9863791205205091,0.4597382589958613
0.5,5,29,0.005023276925823531,0.005329810105204709,0.9424870354983492,0.4837742094806111
0.6,2,0,0.0014942904049715685,0.0016099002401680743,0.9281881992983392,0.5330568071125878
0.6,2,1,0.0018057942731899697,0.0018102652388869351,0.9975302151304002,0.5288652329220954
0.6,2,2,0.00972047139782554,0.00955253729777678,1.017580051751051,0.5366959573075385
0.6,2,3,0.006707349353425254,0.006473674151889328,1.0360962254282953,0.5345852976799674
0.6,2,4,0.002221856036839673,0.0023179073895696705,0.9585611775680867,0.5300316905474921
0.6,2,5,0.0007819457701568795,0.0007935370848216768,0.9853928507104339,0.526691340278153
0.6,2,6,0.003772982873050109,0.004298391140971304,0.8777662965770796,0.5303566978299256
0.6,2,7,0.004506655956916299,0.0059240135026247,0.7607437010262679,0.5339267259145946
0.6,2,8,0.0012747957960391454,0.0012070074638835632,1.0561623139739933,0.540859625960513
0.6,2,9,0.005795730485018966,0.005903293319996441,0.9817791816962366,0.529698299930889
0.6,2,10,0.0064584050468822225,0.0067548859754986606,0.9561086701253234,0.5305474752481147
0.6,2,11,0.0030886220118001334,0.003250707804866533,0.950138307471454,0.5282203607901763
0.6,2,12,0.00214026266624734,0.001050443759844804,2.0374842976491663,0.5307998495359105
0.6,2,13,0.003559063497777363,0.0038629528041007285,0.9213323792098183,0.5354664664995317
0.6,2,14,0.0015240087625878868,0.0016550655926578818,0.9208147213914768,0.5347809277727299
0.6,2,15,0.0035037748268887748,0.003977447483344306,0.88091039330147,0.5294530647077177
0.6,2,16,0.005661766694261594,0.005886642378393325,0.9617989900393598,0.5264362128786175
0.6,2,17,0.005785966118131602,0.006670121130643093,0.8674454338693177,0.5334978222314202
0.6,2,18,0.009732389615265654,0.010276321046462438,0.9470694396625503,0.537876468718046
0.6,2,19,0.015026023948413427,0.012942573219181278,1.1609765456952883,0.5263780059859623
0.6,2,20,0.0023700613989666706,0.002488930364928046,0.9522409434846475,0.5280360629238194
0.6,2,21,0.005168373422786805,0.004750304431498184,1.0880088839183655,0.5376004263598582
0.6,2,22,0.0059160662226336955,0.005477221861941278,1.0801217061776787,0.5345085039706975
0.6,2,23,0.004752085779581189,0.004496781427292847,1.0567749081017799,0.5331765254298682
0.6,2,24,0.0020294536384646723,0.002099312942686996,0.9667227773421394,0.538670257112696
0.6,2,25,0.0010982321671101215,0.0012089021384139886,0.9084541520878937,0.5277310605209422
0.6,2,26,0.004261261277826952,0.004645175156463978,0.9173521200588547,0.5271644780743822
0.6,2,27,0.0031700545631806127,0.003304800872059198,0.959227101996428,0.5332605998024436
0.6,2,28,0.0054693510920191275,0.007252541657550538,0.754128876505666,0.5275667751222106
0.6,2,29,0.005379924992185909,0.006199052504551111,0.8678624657939533,0.5289585253241551
0.6,3,0,0.002318963535259353,0.002374167291684575,0.9767481606630793,0.5080793078733907
0.6,3,1,0.0018655371739770873,0.002106491085393563,0.8856136097193795,0.5056488006787145
0.6,3,2,0.010189678085669378,0.0107514448504917,0.9477496492207157,0.5053615713641917
0.6,3,3,0.007270775594670309,0.007864728344321855,0.92447892366424,0.4976886775521919
0.6,3,4,0.003102067405639362,0.002921742314052989,1.0617183420724838,0.49212451683735037
0.6,3,5,0.0006308761547444232,0.0006396604814701207,0.9862672042745103,0.5002608898072146
0.6,3,6,0.004944470120052232,0.005242944514051697,0.9430712277805879,0.4986624321564135
0.6,3,7,0.004716441215311276,0.005070966569516099,0.9300872231467592,0.4993454354729929
0.6,3,8,0.005888693304584369,0.0062846453442055705,0.9369969158265601,0.511394249434972
