method,n,MSE_signal_mean,MSE_signal_std,MSE_signal_ci_lo,MSE_signal_ci_hi,FPR_mean,FPR_std,bulk_ESS_mean,bulk_ESS_std,n_converged_used
AEH,500,0.013261101843113614,0.006365550500322192,0.011496295228752024,0.015252209719264788,0.08798627002288327,0.02577605674332601,294.1542823425134,3.120828506710248,46
AEH,1000,0.005390790311659557,0.0030076782212178693,0.004607243774403329,0.006327723886784699,0.005622009569377958,0.005831904960721211,269.65174818931285,16.58853358478888,44
AEH,2000,0.0019976814852398724,0.0010522964136535685,0.0016971914775287301,0.002336047883798145,0.0,0.0,282.4633275908545,28.885748300283577,47
Horseshoe,500,0.0151468866603385,0.007615149598020964,0.01314850398201403,0.017107528782667848,0.08179824561403505,0.027912549687380595,294.1185044320883,3.3154631175413503,48
Horseshoe,1000,0.005561649232846399,0.003014476951135785,0.004749158035307511,0.006441525513202224,0.005473684210526282,0.005622532058899207,247.05726346505838,18.37618392088831,50
Horseshoe,2000,0.001990793835839062,0.0010962663592788133,0.0017086285129644645,0.0023212398866915263,0.0,0.0,226.2877335680661,29.440441118397914,50
