method,rho,replication,MSE_signal,FPR,converged_alpha,bulk_ESS
AEH,0.9,21,0.023126799135700066,0.06666666666666667,0.296096913971177,2731.3136930108494
Horseshoe,0.9,21,0.03039450915777317,0.06666666666666667,,5143.22033356869
Bayesian Elastic Net,0.9,21,0.024310920481318277,0.06666666666666667,,5145.107769653359
Bayesian Elastic Net (alpha=0.1),0.9,21,0.02339855123971631,0.06666666666666667,,5145.80753026881
Bayesian Elastic Net (alpha=0.9),0.9,21,0.025289735139754882,0.06666666666666667,,5138.334707011555
AEH,0.9,22,0.010236908014733136,0.3333333333333333,0.28437890919185393,45.80215099941912
Horseshoe,0.9,22,0.013086172258811962,0.2,,1556.5966562576798
Bayesian Elastic Net,0.9,22,0.011336215978764334,0.2,,1731.2103060184345
Bayesian Elastic Net (alpha=0.1),0.9,22,0.011061081279504453,0.2,,1732.3573312435176
Bayesian Elastic Net (alpha=0.9),0.9,22,0.011614076666256815,0.2,,1736.5787477779795
AEH,0.9,23,0.020295141886472697,0.2,0.306424161960843,623.5723403443934
Horseshoe,0.9,23,0.02460889444278954,0.2,,2654.113109103391
Bayesian Elastic Net,0.9,23,0.02070645091051758,0.2,,2692.368467665869
Bayesian Elastic Net (alpha=0.1),0.9,23,0.020179798449708453,0.2,,2689.108255052998
Bayesian Elastic Net (alpha=0.9),0.9,23,0.021304419780628026,0.2,,2691.5134905475475
AEH,0.9,24,0.023321671687341256,0.26666666666666666,0.29083386730797944,53.15135993133348
Horseshoe,0.9,24,0.032350216899349665,0.13333333333333333,,2390.3147382115194
Bayesian Elastic Net,0.9,24,0.024554298815809388,0.2,,2387.4119165082666
Bayesian Elastic Net (alpha=0.1),0.9,24,0.023374167503156427,0.2,,2393.8766354832123
Bayesian Elastic Net (alpha=0.9),0.9,24,0.025729982692794473,0.2,,2386.110884085064
AEH,0.9,25,0.06894197043242709,0.4,0.2842131959541664,21.377055874967084
Horseshoe,0.9,25,0.09104795394273374,0.4,,3147.007516952415
Bayesian Elastic Net,0.9,25,0.07403201380810669,0.4,,1838.2248630354302
Bayesian Elastic Net (alpha=0.1),0.9,25,0.07165681937128106,0.4,,1644.6240707233087
Bayesian Elastic Net (alpha=0.9),0.9,25,0.07648213431044884,0.4,,1850.6113353089647
AEH,0.9,26,0.013856083309209363,0.06666666666666667,0.2973692647779883,2242.783832876194
Horseshoe,0.9,26,0.01967593927523251,0.06666666666666667,,4769.544587170201
Bayesian Elastic Net,0.9,26,0.014484989422246136,0.06666666666666667,,4890.504544618749
Bayesian Elastic Net (alpha=0.1),0.9,26,0.01375801305389245,0.06666666666666667,,4893.043242174819
Bayesian Elastic Net (alpha=0.9),0.9,26,0.015280478045254332,0.06666666666666667,,4887.952759743388
AEH,0.9,27,0.010794075392062445,0.13333333333333333,0.300207390409332,3053.363636140253
Horseshoe,0.9,27,0.012780168586985599,0.13333333333333333,,5833.187914469793
Bayesian Elastic Net,0.9,27,0.011153623257077857,0.13333333333333333,,5953.110934551435
Bayesian Elastic Net (alpha=0.1),0.9,27,0.010920366312947277,0.13333333333333333,,5937.846755388234
Bayesian Elastic Net (alpha=0.9),0.9,27,0.011398939061245176,0.13333333333333333,,5953.170250649873
AEH,0.9,28,0.01213122285597038,0.3333333333333333,0.2856583703837132,108.8369964000436
Horseshoe,0.9,28,0.00901337566303226,0.3333333333333333,,1810.945277161099
Bayesian Elastic Net,0.9,28,0.007765019983741588,0.3333333333333333,,1821.6741783484133
Bayesian Elastic Net (alpha=0.1),0.9,28,0.007593523822062208,0.3333333333333333,,1823.0033425056142
Bayesian Elastic Net (alpha=0.9),0.9,28,0.007943733951525516,0.3333333333333333,,1820.0102467675151
AEH,0.9,29,0.008918988891230033,0.06666666666666667,0.2964183465654078,891.2546668937359
Horseshoe,0.9,29,0.011019064182174482,0.06666666666666667,,3235.6793451260996
Bayesian Elastic Net,0.9,29,0.008700568119122641,0.06666666666666667,,3391.9296551525827
Bayesian Elastic Net (alpha=0.1),0.9,29,0.008377956696579342,0.06666666666666667,,3393.88432314082
Bayesian Elastic Net (alpha=0.9),0.9,29,0.009043496220029982,0.06666666666666667,,3389.9996412914757
AEH,0.9,30,0.038792485845817404,0.13333333333333333,0.29210362990210104,1790.521175364915
Horseshoe,0.9,30,0.0521465332015947,0.2,,2939.862057635239
Bayesian Elastic Net,0.9,30,0.04094773028803294,0.13333333333333333,,2996.2392057867337
Bayesian Elastic Net (alpha=0.1),0.9,30,0.03907308750972374,0.13333333333333333,,2988.157966044696
Bayesian Elastic Net (alpha=0.9),0.9,30,0.0429856418177184,0.13333333333333333,,2994.5339748791607
AEH,0.9,31,0.016606732860496316,0.13333333333333333,0.28816410929687597,1135.568918415214
Horseshoe,0.9,31,0.019405886110357255,0.13333333333333333,,2993.5252765382984
Bayesian Elastic Net,0.9,31,0.01700646709624641,0.13333333333333333,,3145.095985842032
Bayesian Elastic Net (alpha=0.1),0.9,31,0.01663899822776766,0.13333333333333333,,3184.9995487714104
Bayesian Elastic Net (alpha=0.9),0.9,31,0.01740541262290609,0.13333333333333333,,3115.4261012150446
AEH,0.9,32,0.022735238385394076,0.4666666666666667,0.29781428904985396,2905.191959911678
Horseshoe,0.9,32,0.026488630364113076,0.4,,2756.3425257711137
Bayesian Elastic Net,0.9,32,0.02309690189963872,0.4,,2909.172040117314
Bayesian Elastic Net (alpha=0.1),0.9,32,0.022933030059384945,0.5333333333333333,,6165.9226282665895
Bayesian Elastic Net (alpha=0.9),0.9,32,0.02363781792196707,0.4,,2903.3230764717637
AEH,0.9,33,0.0022877414266690784,0.06666666666666667,0.30536497497368564,4394.674030909403
Horseshoe,0.9,33,0.0024979104495079407,0.13333333333333333,,7150.208955644661
Bayesian Elastic Net,0.9,33,0.002264427575464978,0.13333333333333333,,7243.522770377926
Bayesian Elastic Net (alpha=0.1),0.9,33,0.0022293387243430248,0.13333333333333333,,7243.138867321235
Bayesian Elastic Net (alpha=0.9),0.9,33,0.002303859689190897,0.13333333333333333,,7242.241660395623
AEH,0.9,34,0.021994100635557998,0.13333333333333333,0.29385827778109863,2769.741628812856
Horseshoe,0.9,34,0.02689049853638284,0.06666666666666667,,2725.563005588816
Bayesian Elastic Net,0.9,34,0.023326777444915618,0.06666666666666667,,2840.0165250424734
Bayesian Elastic Net (alpha=0.1),0.9,34,0.022738627706522282,0.06666666666666667,,2840.9815939414275
Bayesian Elastic Net (alpha=0.9),0.9,34,0.02394376449007158,0.06666666666666667,,2839.0057529387027
AEH,0.9,35,0.008289035585924726,0.3333333333333333,0.2950025181805863,1760.3681570506299
Horseshoe,0.9,35,0.010879926242355658,0.3333333333333333,,2748.849899557568
Bayesian Elastic Net,0.9,35,0.008920110089813967,0.3333333333333333,,2802.031290477119
Bayesian Elastic Net (alpha=0.1),0.9,35,0.008627088065490009,0.3333333333333333,,2803.3744550316756
Bayesian Elastic Net (alpha=0.9),0.9,35,0.009231597381463322,0.3333333333333333,,2800.7105960563576
AEH,0.9,36,0.02644716300830518,0.2,0.29549529483745485,2083.3419485196873
Horseshoe,0.9,36,0.035110657226638406,0.2,,3018.2097550864355
Bayesian Elastic Net,0.9,36,0.0290020387516983,0.2,,2763.7786939634543
Bayesian Elastic Net (alpha=0.1),0.9,36,0.02793594392666987,0.2,,2766.2494762588294
Bayesian Elastic Net (alpha=0.9),0.9,36,0.030165124819148452,0.2,,2759.142631669355
AEH,0.9,37,0.012499565747954732,0.06666666666666667,0.2970959413609756,3440.5589540189953
Horseshoe,0.9,37,0.016536126503915036,0.06666666666666667,,5194.988318991446
Bayesian Elastic Net,0.9,37,0.013164139050065948,0.06666666666666667,,5575.0200964787255
Bayesian Elastic Net (alpha=0.1),0.9,37,0.012678371881017076,0.06666666666666667,,5576.4358450185755
Bayesian Elastic Net (alpha=0.9),0.9,37,0.013692413021972799,0.06666666666666667,,5547.055254582268
AEH,0.9,38,0.01404502590561863,0.26666666666666666,0.2851644819548702,2271.402449220194
Horseshoe,0.9,38,0.016446567521330835,0.26666666666666666,,4868.2339149333575
Bayesian Elastic Net,0.9,38,0.014378777315027005,0.26666666666666666,,4984.4309022182615
Bayesian Elastic Net (alpha=0.1),0.9,38,0.0140842303819427,0.26666666666666666,,4973.322803753199
Bayesian Elastic Net (alpha=0.9),0.9,38,0.01470179181769985,0.26666666666666666,,4972.255996869657
AEH,0.9,39,0.015000188268554518,0.06666666666666667,0.30063427527276454,1358.1609584224875
Horseshoe,0.9,39,0.01946616531869939,0.06666666666666667,,2593.2211394882806
Bayesian Elastic Net,0.9,39,0.015809923781217365,0.06666666666666667,,2613.60678923211
Bayesian Elastic Net (alpha=0.1),0.9,39,0.015274946080027555,0.06666666666666667,,2613.8278714573494
Bayesian Elastic Net (alpha=0.9),0.9,39,0.016378470760270897,0.06666666666666667,,2613.2400845627253
AEH,0.9,40,0.01678216012702013,0.13333333333333333,0.3031420384272374,2529.4201706205627
Horseshoe,0.9,40,0.021930128254224274,0.13333333333333333,,4022.7551636411736
Bayesian Elastic Net,0.9,40,0.018224824083739388,0.13333333333333333,,4208.335186518969
Bayesian Elastic Net (alpha=0.1),0.9,40,0.017681356762714817,0.13333333333333333,,4208.032884246668
Bayesian Elastic Net (alpha=0.9),0.9,40,0.018794943307619667,0.13333333333333333,,4208.779272069857
AEH,0.9,41,0.06126901624193455,0.06666666666666667,0.2902989218531852,8000.0
Horseshoe,0.9,41,0.0642907666543464,0.06666666666666667,,727.3613507622554
Bayesian Elastic Net,0.9,41,0.052769791907335904,0.13333333333333333,,658.9551924033897
Bayesian Elastic Net (alpha=0.1),0.9,41,0.051108417419106586,0.13333333333333333,,659.3378520308969
Bayesian Elastic Net (alpha=0.9),0.9,41,0.05456361995167745,0.13333333333333333,,659.1880603657602
AEH,0.9,42,0.011300921602028668,0.13333333333333333,0.28873895913129366,965.1603743348633
Horseshoe,0.9,42,0.012457853667935443,0.2,,3709.916870286138
Bayesian Elastic Net,0.9,42,0.010898652200004692,0.2,,4069.8265759438327
Bayesian Elastic Net (alpha=0.1),0.9,42,0.010635773643380622,0.2,,4070.3614934741004
Bayesian Elastic Net (alpha=0.9),0.9,42,0.011174495672827148,0.2,,4069.3139535950045
AEH,0.9,43,0.028799714124266417,0.06666666666666667,0.2933954630739214,2955.5655415284587
Horseshoe,0.9,43,0.03762174457370575,0.0,,2766.0857690747594
Bayesian Elastic Net,0.9,43,0.030532664134765474,0.0,,2570.898908515021
Bayesian Elastic Net (alpha=0.1),0.9,43,0.029569454259256434,0.0,,2548.9329852197775
Bayesian Elastic Net (alpha=0.9),0.9,43,0.031563514705857026,0.0,,2579.418793901942
AEH,0.9,44,0.02923137074657626,0.06666666666666667,0.30582534706400966,679.6221482255827
Horseshoe,0.9,44,0.030945029658650113,0.06666666666666667,,2852.426746731401
Bayesian Elastic Net,0.9,44,0.028498364843875933,0.06666666666666667,,2836.7297175885155
Bayesian Elastic Net (alpha=0.1),0.9,44,0.028120723379945804,0.06666666666666667,,2837.3310225445703
Bayesian Elastic Net (alpha=0.9),0.9,44,0.028937878516067828,0.06666666666666667,,2835.2150232705844
AEH,0.9,45,0.007886997127884893,0.4,0.2907974144686779,2739.4468016141177
Horseshoe,0.9,45,0.00932715731770359,0.4,,2621.407522368053
Bayesian Elastic Net,0.9,45,0.008038039632993915,0.4,,2676.741418450863
Bayesian Elastic Net (alpha=0.1),0.9,45,0.007843489496161043,0.4,,2677.3933741745795
Bayesian Elastic Net (alpha=0.9),0.9,45,0.008222419510876877,0.4,,2686.4983282556964
AEH,0.9,46,0.0260573142763083,0.26666666666666666,0.277889456237703,28.041886328348625
Horseshoe,0.9,46,0.03161594613814569,0.3333333333333333,,2030.4871920365167
Bayesian Elastic Net,0.9,46,0.025062130227474312,0.3333333333333333,,2026.9149596009906
Bayesian Elastic Net (alpha=0.1),0.9,46,0.024065547205884726,0.3333333333333333,,2029.9239362943676
Bayesian Elastic Net (alpha=0.9),0.9,46,0.026138749248874254,0.3333333333333333,,2025.720604836862
AEH,0.9,47,0.029800811687635577,0.06666666666666667,0.3045096884739371,2155.026820351569
Horseshoe,0.9,47,0.035384368882440835,0.06666666666666667,,4064.0607906023733
Bayesian Elastic Net,0.9,47,0.030402048027976497,0.06666666666666667,,4133.509164527704
Bayesian Elastic Net (alpha=0.1),0.9,47,0.02972753643477234,0.06666666666666667,,4177.2855725303025
Bayesian Elastic Net (alpha=0.9),0.9,47,0.031137643422646587,0.06666666666666667,,4133.420535425149
AEH,0.9,48,0.01716385829011388,0.2,0.29433686322587227,2990.055990163898
Horseshoe,0.9,48,0.02234186975399707,0.2,,4752.591965449602
Bayesian Elastic Net,0.9,48,0.01777651777854663,0.2,,4906.896999457516
Bayesian Elastic Net (alpha=0.1),0.9,48,0.017105467032550618,0.2,,4903.3358055219815
Bayesian Elastic Net (alpha=0.9),0.9,48,0.01848227969377416,0.2,,4905.968522830818
AEH,0.9,49,0.028518530797829112,0.26666666666666666,0.2922771629200325,50.357423272452664
Horseshoe,0.9,49,0.045621139013598044,0.2,,2190.0789675299147
Bayesian Elastic Net,0.9,49,0.03871786948023429,0.13333333333333333,,2193.671322517462
Bayesian Elastic Net (alpha=0.1),0.9,49,0.03792824758673197,0.13333333333333333,,2228.2525451785937
Bayesian Elastic Net (alpha=0.9),0.9,49,0.03956945056258857,0.13333333333333333,,2193.8621638685063
