prior,nll,coverage,group_NEW YORK
hierarchical_normal,2.1193752,0.5852112676056338,24.240581512451172
hierarchical_student_t,1.8824693,0.5521126760563381,33.071258544921875
hierarchical_mixture,1.4864182,0.6105633802816901,43.3599853515625
