YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,Electricity(kWh),NaturalGas(kBtu),GHGEmissionsIntensity
1948.0,1.0,1.0,46970.0,79.2,95884.0,1239648.2,0.04
2018.0,7.0,2.0,649605.0,79.0,4410539.0,9164860.0,1.35
1991.0,4.0,1.0,28645.0,81.8,215556.0,205693.0,0.17
2011.0,5.0,1.0,63597.0,99.0,393147.0,2481361.6,0.14
1999.0,6.0,1.0,71510.0,88.0,308559.0,1122150.0,1.36
1997.0,6.0,1.0,30720.0,89.0,172146.0,347413.0,0.71
2002.0,3.0,1.0,27752.0,86.6,195631.0,0.0,0.16
1967.0,17.0,1.0,212938.0,99.0,495182.0,8711716.0,2.21
1928.0,5.0,1.0,20639.0,80.6,148295.0,346310.0,1.03
1929.0,2.0,1.0,228385.0,88.0,3681650.0,1786010.0,1.31
1995.0,4.0,1.0,66300.0,100.0,225594.0,2448845.8,0.1
1924.0,4.0,1.0,63150.0,67.0,779391.0,322897.0,0.52
2008.0,4.0,1.0,43732.0,16.0,266446.0,2134009.0,2.71
1903.0,3.0,1.0,24913.0,93.0,43561.0,24069.0,0.09
1937.0,2.0,1.0,59800.0,46.0,316610.0,847933.0,0.86
2007.0,3.0,1.0,204961.0,92.0,1143184.0,2115220.0,0.66
1906.0,3.0,1.0,32160.0,60.2,778329.0,3624227.6,0.48
2009.0,7.0,1.0,138125.0,100.0,749818.0,2215110.0,0.96
2016.0,7.0,1.0,41706.0,71.4,426067.0,500598.0,0.87
1971.0,11.0,1.0,78199.0,48.0,961194.0,807633.0,0.79
1969.0,41.0,3.0,956110.0,44.0,14515430.0,1493200.0,2.78
1983.0,4.0,1.0,52228.0,70.0,464258.0,1798333.4,0.18
2014.0,7.0,1.0,209583.0,100.0,1131623.0,2070152.0,0.91
1922.0,3.0,1.0,28820.0,28.0,197677.0,2190321.0,4.16
1981.0,19.0,1.0,383515.0,79.0,5460296.0,7832914.4,0.37
1968.0,4.0,1.0,24288.0,64.0,189623.0,534487.2,0.15
1963.0,4.0,1.0,25082.0,94.8,148703.0,401632.2,0.13
1974.0,5.0,1.0,88062.0,73.0,1056738.0,763431.2,0.31
1964.0,3.0,1.0,54224.0,36.6,660453.0,2383865.0,2.57
1970.0,1.0,1.0,84420.0,55.0,644545.0,272768.0,0.32
1973.0,5.0,1.0,88717.0,79.0,2579174.0,763431.2,0.58
2000.0,8.0,8.0,1926841.0,87.0,32996400.0,2430470.0,5.3
2012.0,7.0,1.0,74421.0,51.0,614216.0,1496500.0,1.52
1925.0,3.0,1.0,67304.0,82.0,374678.0,1117530.0,1.08
2005.0,5.0,1.0,29888.0,98.0,221776.0,345170.0,0.76
1910.0,2.0,1.0,33300.0,74.0,81665.0,1409369.0,2.29
1910.0,9.0,1.0,142510.0,77.2,984300.0,7086172.0,2.77
1988.0,3.0,1.0,36702.0,93.0,204688.0,446449.0,0.15
1930.0,2.0,1.0,45960.0,36.0,148232.0,2973249.0,3.49
1946.0,3.0,1.0,22972.0,88.0,49518.0,894970.0,2.11
1997.0,6.0,1.0,30720.0,89.2,184681.0,333420.0,0.69
1962.0,2.0,1.0,28586.0,88.2,1442213.0,651682.4,1.0
1954.0,19.0,1.0,756740.0,83.0,5458335.0,1258310.0,2.58
1956.0,2.0,2.0,21708.0,64.0,92274.0,1113768.0,2.8
1971.0,2.0,2.0,44708.0,28.6,480640.0,329652.0,0.6
1968.0,4.0,1.0,24288.0,62.0,191380.0,565694.6,0.16
2014.0,6.0,1.0,39286.0,28.0,385317.0,965798.4,0.19
1910.0,8.0,1.0,61721.0,98.0,654441.0,240740.0,0.42
1952.0,1.0,1.0,41308.0,8.0,310418.0,695505.0,1.04
1958.0,3.0,1.0,25943.0,90.0,178762.0,663830.2,0.14
2016.0,7.0,1.0,114829.0,97.0,475256.0,901250.0,0.67
1969.0,3.0,1.0,28296.0,87.0,225018.0,365045.8,0.16
1986.0,2.0,1.0,28385.0,1.0,785896.0,588451.4,0.73
1972.0,1.0,1.0,31365.0,83.2,178042.0,5658.0,0.12
1956.0,1.0,1.0,23409.0,19.0,640560.0,396750.0,1.44
2013.0,3.0,1.0,51552.0,91.0,414237.0,925965.8,0.16
1979.0,2.0,1.0,33852.0,83.0,268482.0,473474.8,0.16
2015.0,3.0,1.0,46620.0,19.2,713885.0,522657.0,1.26
1926.0,5.0,1.0,40572.0,83.0,227818.0,444581.0,0.74
2000.0,11.0,1.0,268130.0,87.0,3897399.0,0.0,0.29
1948.0,1.0,1.0,64314.0,67.0,213538.0,2336473.0,1.99
1931.0,4.0,1.0,32430.0,65.0,257810.0,442385.0,0.88
2008.0,5.0,1.0,111856.0,8.0,1414199.0,4619236.0,3.01
1983.0,5.0,1.0,127392.0,47.0,2166336.0,4077738.2,0.34
2010.0,8.0,1.0,54550.0,69.0,339268.0,736220.0,1.08
2013.0,7.0,1.0,51287.0,77.0,468271.0,1025247.0,1.24
1991.0,5.0,1.0,48632.0,99.0,274027.0,1778063.0,0.17
1980.0,3.0,1.0,30408.0,98.0,180023.0,734779.8,0.12
1900.0,2.0,1.0,32027.0,73.0,408625.0,1763922.0,3.17
2015.0,6.0,1.0,73965.0,91.0,469344.0,838280.0,0.89
2015.0,10.0,1.0,513816.0,74.0,7626000.0,3192456.0,0.93
1998.0,1.0,1.0,35579.0,58.0,146389.0,882242.0,1.4
1969.0,4.0,1.0,24444.0,85.0,156129.0,462572.6,0.13
1906.0,10.0,1.0,65535.0,49.4,622703.0,0.0,1.31
2009.0,5.0,1.0,89821.0,91.4,19014.0,1952816.0,1.16
1923.0,4.0,1.0,46100.0,67.0,311652.0,680617.0,1.67
2012.0,6.0,1.0,174654.0,96.0,1006249.0,208193.0,0.24
1963.0,4.0,1.0,23968.0,79.4,183956.0,564644.4,0.15
1976.0,3.0,1.0,24288.0,67.0,187538.0,877743.2,0.15
1957.0,4.0,1.0,22810.0,68.0,217079.0,92689.0,0.4
1996.0,5.0,1.0,20798.0,53.0,189857.0,487182.4,0.18
1922.0,3.0,1.0,39320.0,68.6,286199.0,840828.0,5.74
1995.0,5.0,1.0,32927.0,95.0,169579.0,462510.0,0.86
2017.0,6.0,1.0,80674.0,79.0,504314.0,1149550.0,1.37
1991.0,2.0,1.0,60725.0,40.0,654284.0,1795131.2,0.21
1959.0,3.0,1.0,45201.0,85.0,379186.0,1134349.4,0.17
1965.0,3.0,1.0,24754.0,78.0,203213.0,291500.2,0.16
2011.0,5.0,1.0,140254.0,98.0,899593.0,1384514.0,0.76
1948.0,2.0,1.0,30720.0,86.0,205757.0,1831830.0,3.29
1999.0,3.0,1.0,147443.0,85.0,844443.0,1617521.8,0.18
2004.0,11.0,1.0,412000.0,63.0,4732136.0,1691060.4,0.42
1998.0,8.0,1.0,446261.0,96.0,3141858.0,3366348.0,0.19
1953.0,1.0,1.0,26092.0,48.0,1459585.0,2087300.0,5.35
1966.0,1.0,8.0,668027.0,85.0,12562770.0,56096612.0,8.03
2018.0,5.0,1.0,43459.0,75.0,402004.0,1009151.0,1.41
1913.0,4.0,1.0,53840.0,24.0,550730.0,818990.0,1.33
2000.0,4.0,1.0,76699.0,56.0,663573.0,1257560.0,1.39
1922.0,3.0,1.0,39320.0,85.0,181096.0,325748.0,4.01
1965.0,3.0,1.0,39967.0,52.0,304090.0,348248.0,0.15
2017.0,4.0,1.0,51521.0,78.0,370226.0,1075013.0,0.2
1910.0,6.0,1.0,112560.0,97.0,710052.0,870490.0,0.53
2007.0,3.0,1.0,44510.0,15.0,716500.0,1341392.4,0.54
1980.0,1.0,1.0,52613.0,28.0,146159.0,3912220.0,4.0
1999.0,3.0,1.0,147443.0,87.0,830286.0,1595853.4,0.18
1998.0,1.0,1.0,26115.0,42.0,349854.0,411819.0,1.1
2015.0,7.0,1.0,33625.0,97.0,210587.0,373310.0,0.71
2013.0,5.0,1.0,206126.0,99.0,1055637.0,887828.0,0.54
2018.0,3.0,1.0,162182.0,81.0,927492.0,680191.0,0.34
1978.0,1.0,1.0,60448.0,88.0,160855.0,401616.0,0.4
2016.0,3.0,1.0,139061.0,59.0,1068094.0,2680913.0,1.17
2010.0,4.0,1.0,157724.0,15.0,537391.0,1287100.0,0.58
2009.0,5.0,1.0,89821.0,98.0,17802.0,613070.0,0.37
1978.0,4.0,1.0,51387.0,81.0,346730.0,1497192.0,0.13
1999.0,4.0,1.0,37692.0,86.0,192302.0,1178040.2,0.14
2019.0,4.0,1.0,63269.0,82.0,503482.0,2307790.2,0.16
1900.0,1.0,1.0,52690.0,64.4,976319.0,4822750.0,5.22
2015.0,7.0,1.0,325000.0,72.0,2444965.0,9103955.0,1.63
2016.0,4.0,1.0,338989.0,61.0,3807573.0,939119.0,0.57
1970.0,2.0,1.0,26510.0,80.0,259957.0,149684.0,0.49
1956.0,2.0,2.0,21708.0,53.0,100343.0,1185328.0,2.99
1982.0,5.0,1.0,124260.0,78.2,453914.0,1616962.8,0.21
1988.0,3.0,1.0,48433.0,92.0,287639.0,521216.0,0.16
1946.0,1.0,1.0,23000.0,94.8,77848.0,336510.0,0.84
2012.0,6.0,1.0,43762.0,77.0,183451.0,1195807.6,0.11
1948.0,3.0,1.0,29528.0,85.0,98928.0,952742.0,1.78
1992.0,2.0,1.0,28923.0,80.2,63627.0,378796.0,0.74
1973.0,1.0,1.0,36000.0,39.0,200672.0,2002386.0,3.06
1929.0,3.0,1.0,36282.0,93.0,184812.0,399660.0,0.79
1967.0,1.0,1.0,22420.0,69.0,216477.0,817140.0,2.12
1928.0,2.0,1.0,28800.0,92.2,38058.0,232025.0,0.45
1975.0,4.0,1.0,26666.0,100.0,50516.0,735910.0,0.04
1925.0,2.0,1.0,24325.0,27.0,81622.0,1386456.0,3.09
2000.0,4.0,10.0,1012278.0,63.2,15341550.0,7133380.0,0.67
2001.0,5.0,3.0,320739.0,96.0,1384798.0,5016902.0,1.29
1998.0,7.0,1.0,74162.0,65.6,651420.0,453995.0,0.5
1925.0,7.0,1.0,37300.0,37.4,406048.0,645919.0,1.13
2006.0,6.0,1.0,65826.0,56.2,684545.0,1671541.2,0.32
2004.0,6.0,1.0,40128.0,88.2,157644.0,1110217.0,1.54
1966.0,4.0,1.0,31744.0,71.0,216404.0,802919.0,0.14
1987.0,4.0,1.0,80360.0,80.4,117277.0,712400.0,0.5
2001.0,5.0,1.0,70332.0,91.0,406098.0,311460.0,0.51
2001.0,3.0,1.0,69881.0,94.0,348922.0,307149.0,0.33
1979.0,9.0,1.0,82876.0,81.0,589190.0,1083265.0,1.07
1995.0,4.0,1.0,40227.0,85.0,308255.0,1096379.0,2.73
2002.0,2.0,1.0,54811.0,45.8,853143.0,886710.0,0.45
2000.0,7.0,1.0,150453.0,95.0,1038463.0,2167461.0,1.17
1996.0,3.0,1.0,55442.0,77.0,517392.0,1370580.0,2.12
1926.0,3.0,1.0,21158.0,90.0,90154.0,459347.0,1.23
2016.0,6.0,1.0,32489.0,98.0,246981.0,531880.0,1.02
2008.0,5.0,1.0,111856.0,25.0,1242470.0,4532673.0,2.92
1980.0,2.0,1.0,52611.0,43.2,815356.0,1617832.0,1.94
1967.0,4.0,1.0,43477.0,52.0,331571.0,689495.0,1.19
1979.0,3.0,1.0,31457.0,95.0,167345.0,780479.0,0.12
1965.0,2.0,1.0,21732.0,5.0,148445.0,377813.0,1.06
1993.0,1.0,1.0,25384.0,5.0,521986.0,678588.0,1.82
1900.0,1.0,1.0,43728.0,33.8,1420707.0,6554759.0,8.59
2002.0,4.0,1.0,24090.0,54.0,199509.0,288910.0,0.8
1907.0,5.0,1.0,36000.0,85.2,104587.0,935771.0,1.44
1980.0,3.0,1.0,27922.0,91.0,194928.0,563606.8,0.14
1910.0,6.0,1.0,112560.0,86.0,997817.0,1100834.0,0.69
2014.0,7.0,1.0,62049.0,91.0,302568.0,33915.0,0.18
1902.0,2.0,1.0,24000.0,87.0,44291.0,191372.0,0.46
1984.0,4.0,4.0,90372.0,95.0,468651.0,854883.4,0.1
1970.0,21.0,1.0,94000.0,24.0,1052022.0,1157085.0,0.87
1930.0,2.0,1.0,45960.0,52.0,244618.0,3332616.0,3.95
1998.0,5.0,1.0,31266.0,97.0,168495.0,813273.6,0.14
1928.0,2.0,1.0,20760.0,58.2,377162.0,717190.0,2.19
1926.0,11.0,1.0,36240.0,96.0,126061.0,583446.0,4.03
1962.0,11.0,1.0,67813.0,85.0,487344.0,1337736.0,1.19
1956.0,1.0,1.0,45174.0,81.0,243516.0,1418823.0,1.77
1948.0,2.0,1.0,30720.0,78.2,214002.0,1125960.0,2.08
2000.0,6.0,1.0,390390.0,82.0,3889416.0,2349362.2,0.26
1999.0,2.0,1.0,85750.0,96.6,180584.0,807295.0,2.31
2016.0,7.0,1.0,111845.0,92.8,679625.0,104290.0,0.17
2000.0,4.0,1.0,175885.0,91.0,1901049.0,2844629.4,0.36
1997.0,2.0,1.0,60657.0,61.0,788736.0,109289.0,0.53
1966.0,1.0,1.0,24354.0,48.0,76844.0,70370.0,0.22
1957.0,2.0,1.0,22220.0,92.0,55489.0,26746.0,0.11
2012.0,6.0,1.0,202428.0,59.0,3267675.0,504183.0,0.58
1978.0,2.0,1.0,56340.0,93.0,331691.0,1007806.6,0.12
1914.0,4.0,1.0,79957.0,25.0,1539312.0,546090.0,0.38
2019.0,7.0,1.0,54721.0,99.0,557778.0,830120.0,1.01
2007.0,6.0,1.0,182494.0,93.0,978953.0,1876024.0,0.65
1935.0,2.0,1.0,20747.0,60.6,229908.0,214190.0,0.77
1911.0,6.0,1.0,23338.0,75.0,99775.0,1293270.0,3.02
1925.0,8.0,1.0,57504.0,86.0,424310.0,604260.0,0.82
2002.0,3.0,1.0,22108.0,37.0,279825.0,884545.6,0.25
2008.0,1.0,1.0,21301.0,87.8,389105.0,1008826.8,0.36
1992.0,10.0,1.0,31152.0,34.0,317842.0,86389.0,0.35
2006.0,3.0,1.0,269297.0,80.0,2111361.0,3294379.0,0.8
1937.0,2.0,1.0,24430.0,65.0,196541.0,415250.0,1.06
1970.0,1.0,1.0,91360.0,3.0,714430.0,1833905.0,1.22
2008.0,5.0,1.0,40505.0,98.0,201022.0,619758.0,0.15
2018.0,7.0,1.0,80199.0,100.0,354729.0,603150.0,0.65
2008.0,7.0,1.0,177417.0,29.0,3640743.0,1910564.0,0.98
1962.0,2.0,1.0,34072.0,24.2,774803.0,4361275.0,7.23
1963.0,1.0,1.0,99931.0,80.6,781937.0,2873120.0,1.68
1989.0,46.0,1.0,1536606.0,79.0,15458670.0,3069000.0,0.46
1950.0,1.0,1.0,109794.0,73.0,603170.0,1304900.0,0.74
1972.0,14.0,1.0,186768.0,95.0,2194040.0,1399797.0,1.34
1960.0,2.0,1.0,29631.0,14.2,817609.0,1577519.0,3.37
1990.0,1.0,1.0,29619.0,60.0,115600.0,856820.0,1.61
1985.0,2.0,1.0,24150.0,40.0,233764.0,681090.6,0.19
1969.0,3.0,1.0,30420.0,69.0,283018.0,346037.6,0.18
1930.0,2.0,1.0,22710.0,84.0,84339.0,744009.0,0.07
1966.0,1.0,1.0,115620.0,78.0,395609.0,871310.0,0.47
2008.0,3.0,1.0,254523.0,55.0,2212149.0,6470509.0,1.52
1906.0,2.0,1.0,46800.0,96.0,148276.0,1458633.4,0.06
2001.0,4.0,1.0,92092.0,7.0,1581121.0,706143.0,0.45
1923.0,3.0,1.0,24650.0,72.0,155152.0,842550.0,1.94
2014.0,1.0,1.0,20993.0,57.8,241765.0,98912.0,0.48
1984.0,2.0,1.0,20979.0,75.0,150841.0,80657.0,0.35
1985.0,5.0,1.0,22874.0,53.8,175611.0,1058601.2,0.15
2018.0,16.0,1.0,592484.0,100.0,1712724.0,2183730.0,0.33
1990.0,2.0,1.0,89549.0,41.0,752633.0,735052.0,0.6
1910.0,6.0,1.0,47607.0,100.0,398792.0,342916.0,0.74
1909.0,6.0,1.0,73470.0,83.0,945746.0,1218016.8,0.25
1955.0,2.0,1.0,21870.0,100.0,49650.0,471992.8,0.04
2004.0,11.0,1.0,299070.0,97.8,8983484.0,34685331.0,8.74
1909.0,3.0,1.0,21892.0,100.0,56408.0,284819.0,0.74
2014.0,7.0,1.0,418285.0,100.0,1725065.0,2649202.0,0.6
2017.0,6.0,1.0,31983.0,83.0,308301.0,355263.2,0.23
1983.0,15.0,1.0,378002.0,78.0,3437441.0,3194336.0,0.91
1991.0,4.0,1.0,52263.0,98.0,241632.0,408684.0,0.75
2009.0,4.0,1.0,291176.0,64.0,2427759.0,536070.0,0.4
2014.0,4.0,1.0,34723.0,64.0,391989.0,373880.0,0.79
1990.0,5.0,2.0,57091.0,100.0,332100.0,1006089.8,0.12
1988.0,3.0,1.0,124071.0,83.0,1150784.0,0.0,0.24
2017.0,7.0,1.0,25000.0,97.0,180270.0,332870.0,0.85
1910.0,3.0,1.0,27328.0,79.0,71193.0,1056322.0,2.1
1978.0,4.0,1.0,31900.0,81.0,246620.0,323617.4,0.18
1983.0,3.0,1.0,24696.0,87.0,158012.0,364496.4,0.17
2017.0,1.0,1.0,34030.0,83.0,151982.0,310800.0,0.57
2002.0,12.0,1.0,205779.0,91.0,1553215.0,5805540.0,1.64
2000.0,4.0,1.0,30948.0,80.6,269562.0,760660.8,0.17
1926.0,1.0,1.0,20000.0,36.0,26867.0,706642.0,1.9
1985.0,4.0,1.0,39581.0,93.0,240932.0,555712.0,0.12
1907.0,3.0,1.0,26684.0,84.0,222428.0,261142.4,0.16
1917.0,3.0,1.0,27544.0,90.0,169472.0,259407.0,0.62
1900.0,4.0,1.0,42804.0,83.6,225503.0,775085.0,1.06
1909.0,4.0,1.0,34560.0,92.0,218360.0,309950.0,0.6
2013.0,8.0,1.0,330000.0,78.0,9440163.0,32119903.0,5.72
1981.0,4.0,1.0,43132.0,46.0,360152.0,1073572.0,0.17
1905.0,6.0,1.0,167860.0,79.6,1361603.0,2253698.0,0.16
2004.0,4.0,1.0,22625.0,94.0,139716.0,453040.0,1.18
1993.0,3.0,1.0,25194.0,39.8,267536.0,1139439.0,3.06
1908.0,4.0,1.0,76803.0,31.4,805860.0,2663120.0,2.05
1997.0,3.0,1.0,29378.0,59.0,177324.0,213370.0,0.5
1990.0,7.0,1.0,130983.0,96.0,754196.0,408160.0,0.42
2013.0,7.0,1.0,51287.0,32.0,506317.0,2051275.0,2.32
1962.0,3.0,1.0,36140.0,60.6,1302220.0,1006018.8,0.71
1911.0,2.0,1.0,20516.0,99.0,24200.0,751440.0,1.96
1961.0,1.0,1.0,41428.0,69.0,218260.0,816660.0,1.15
1976.0,3.0,1.0,20599.0,83.0,150898.0,613643.8,0.17
1989.0,4.0,1.0,31702.0,72.8,267925.0,740280.4,0.17
1918.0,2.0,1.0,28309.0,87.4,71752.0,307629.0,0.63
1990.0,5.0,1.0,39050.0,99.0,294832.0,0.0,0.15
1930.0,3.0,1.0,25380.0,69.0,52537.0,1194608.0,2.73
1985.0,4.0,1.0,49034.0,57.0,399784.0,1491327.8,0.17
1960.0,1.0,1.0,25406.0,10.8,522616.0,494151.0,1.44
1930.0,3.0,1.0,31552.0,74.0,75046.0,1476420.0,2.79
1900.0,4.0,1.0,33300.0,85.6,223258.0,417742.0,0.8
1965.0,2.0,1.0,44719.0,23.0,204246.0,1288798.0,1.62
1917.0,3.0,1.0,21130.0,87.0,52225.0,1234705.0,3.15
1950.0,1.0,1.0,109794.0,87.0,379474.0,2001759.0,1.03
1979.0,3.0,1.0,20448.0,92.0,135582.0,971317.2,0.13
2005.0,1.0,1.0,158415.0,83.0,3650065.0,10152800.0,3.85
1946.0,2.0,1.0,31360.0,59.0,151568.0,974571.8,0.1
1904.0,5.0,2.0,182237.0,100.0,783350.0,294790.0,0.18
1979.0,3.0,1.0,24371.0,22.0,282046.0,628791.2,0.23
1968.0,5.0,1.0,23026.0,53.0,133391.0,921541.8,0.13
2017.0,12.0,2.0,1261155.0,95.0,9788928.0,4234264.0,0.52
1984.0,4.0,1.0,36248.0,67.0,287905.0,199375.0,0.16
2015.0,7.0,1.0,93203.0,79.0,1571441.0,1659067.0,1.4
2006.0,5.0,1.0,131050.0,60.0,872126.0,153363.0,0.29
2001.0,6.0,1.0,22551.0,79.0,216146.0,147110.0,0.54
1970.0,3.0,1.0,22045.0,80.0,170974.0,694032.0,0.17
1971.0,1.0,1.0,76354.0,62.0,720484.0,1194410.0,1.02
1930.0,2.0,1.0,25521.0,57.0,99584.0,229631.0,0.55
1989.0,3.0,1.0,48924.0,40.0,347976.0,1514000.0,1.78
1914.0,5.0,1.0,42534.0,84.0,232477.0,971199.0,1.32
1998.0,11.0,1.0,374405.0,55.0,4210269.0,2203006.0,0.44
2000.0,7.0,1.0,150453.0,88.0,1064094.0,4005307.0,2.02
2001.0,3.0,1.0,121635.0,59.2,1449820.0,2621244.0,1.38
1981.0,3.0,1.0,35122.0,57.0,273646.0,495495.2,0.15
1987.0,3.0,1.0,34023.0,90.0,212234.0,568303.2,0.17
1994.0,14.0,8.0,2080885.0,83.0,35876632.0,16822391.0,5.57
2000.0,6.0,1.0,30648.0,87.0,195297.0,544213.0,0.17
1979.0,4.0,1.0,26472.0,59.0,176672.0,501746.0,0.13
1994.0,10.0,1.0,381511.0,75.0,3869476.0,466902.0,0.48
1976.0,3.0,1.0,27296.0,95.0,170942.0,473674.0,0.15
2009.0,8.0,1.0,447755.0,79.0,4281426.0,3797311.0,0.88
1920.0,4.0,1.0,57212.0,28.0,492300.0,470140.8,0.17
1950.0,1.0,1.0,36000.0,51.6,625282.0,822143.0,1.55
2012.0,6.0,1.0,158967.0,76.0,1130699.0,781370.0,0.57
1931.0,2.0,1.0,61200.0,25.0,437633.0,2240100.0,2.08
1960.0,3.0,1.0,22195.0,85.0,171589.0,643558.2,0.15
2002.0,2.0,1.0,96300.0,56.0,1650108.0,1093120.0,0.94
1991.0,5.0,1.0,27480.0,100.0,65378.0,251598.0,0.53
1995.0,1.0,1.0,28425.0,69.0,234797.0,1352289.0,2.68
1990.0,7.0,1.0,130983.0,97.0,732358.0,415880.0,0.42
2018.0,1.0,3.0,116756.0,46.2,1491412.0,6938710.0,3.4
2014.0,1.0,1.0,20993.0,54.6,224311.0,293992.0,0.95
2007.0,3.0,1.0,204961.0,83.0,937040.0,3985259.0,1.12
1962.0,5.0,1.0,31075.0,100.0,195740.0,475214.4,0.12
2013.0,8.0,1.0,116049.0,59.0,983785.0,1827930.0,1.26
1993.0,1.0,1.0,27744.0,80.4,1263870.0,651682.4,0.9
1978.0,7.0,1.0,100536.0,61.0,1009159.0,1237487.0,0.85
1988.0,3.0,1.0,22392.0,90.0,169255.0,851226.8,0.15
2017.0,5.0,1.0,29317.0,89.4,149466.0,256860.0,0.6
1910.0,5.0,1.0,32250.0,71.0,200249.0,132080.0,0.34
1999.0,3.0,1.0,147443.0,88.0,828357.0,1473078.0,0.18
1926.0,5.0,1.0,40572.0,74.2,277715.0,500160.0,0.85
1916.0,2.0,1.0,20640.0,86.4,68951.0,570346.4,0.07
1962.0,3.0,1.0,37796.0,55.0,259038.0,202628.0,3.38
1909.0,8.0,1.0,55882.0,71.8,499004.0,4755419.0,4.69
1970.0,4.0,1.0,36408.0,64.2,289472.0,586137.0,0.16
2010.0,6.0,1.0,435501.0,98.0,2810508.0,4608124.6,0.15
1926.0,5.0,1.0,40572.0,74.0,243680.0,460143.0,0.77
1978.0,2.0,1.0,27500.0,70.0,111332.0,191280.0,0.45
1992.0,10.0,1.0,31152.0,53.0,315333.0,0.0,0.2
1922.0,11.0,1.0,92190.0,46.0,860451.0,1098000.0,5.76
1979.0,3.0,1.0,25262.0,33.0,428919.0,192780.0,0.74
1948.0,3.0,1.0,29528.0,78.0,84582.0,1256745.0,2.31
2019.0,6.0,1.0,185296.0,98.8,863744.0,1988920.0,0.79
2004.0,5.0,1.0,275130.0,70.0,3213736.0,4139176.4,0.39
1970.0,9.0,1.0,127230.0,70.0,1230122.0,99050.0,0.23
1949.0,3.0,1.0,62200.0,58.0,78615.0,1508787.0,1.31
2002.0,6.0,1.0,287471.0,69.0,3645115.0,220.0,0.35
2007.0,3.0,1.0,32881.0,49.8,347887.0,1762801.0,3.05
2018.0,7.0,1.0,92147.0,96.0,481362.0,1297660.0,0.97
2018.0,2.0,2.0,97381.0,86.0,528772.0,344240.0,0.29
2005.0,1.0,1.0,158415.0,25.0,4668123.0,6466780.0,2.75
2015.0,3.0,1.0,45000.0,77.0,388620.0,1325217.0,0.17
1990.0,5.0,1.0,30199.0,93.0,209758.0,319725.8,0.17
1926.0,2.0,1.0,20304.0,92.0,69178.0,997807.0,2.67
1987.0,5.0,1.0,90266.0,48.0,1400054.0,1319820.8,0.31
1908.0,7.0,1.0,122810.0,97.0,222410.0,2751122.0,1.22
2008.0,4.0,1.0,43732.0,21.0,237511.0,2422193.0,3.04
2017.0,5.0,1.0,33889.0,88.0,186336.0,724330.0,1.24
1999.0,5.0,1.0,30418.0,86.4,152203.0,421230.8,0.1
2018.0,16.0,1.0,592484.0,99.4,1647156.0,3277350.0,0.46
1940.0,5.0,1.0,50356.0,100.0,124326.0,1972322.0,2.12
1901.0,2.0,1.0,26560.0,1.0,178776.0,1141501.0,2.41
1978.0,2.0,1.0,28492.0,69.6,268180.0,418886.0,0.97
1904.0,3.0,1.0,43248.0,50.8,1007760.0,972907.0,1.65
1966.0,4.0,1.0,23420.0,67.8,123502.0,611768.4,0.12
1979.0,7.0,1.0,131143.0,79.0,1613519.0,3463142.0,4.9
2014.0,6.0,1.0,84389.0,95.0,457674.0,1049941.0,0.77
1927.0,2.0,7.0,82746.0,54.2,900676.0,3247467.0,2.3
2000.0,28.0,1.0,1256335.0,68.0,8664283.0,19848500.0,1.26
1949.0,3.0,1.0,99941.0,62.8,681657.0,3492323.0,2.2
1989.0,8.0,1.0,42765.0,88.0,427800.0,432102.8,0.2
1988.0,5.0,1.0,188339.0,17.0,2326199.0,694452.0,0.93
1908.0,7.0,1.0,122810.0,99.0,383784.0,4760692.0,2.12
1982.0,4.0,1.0,59670.0,70.0,473131.0,2121084.2,0.16
1908.0,5.0,1.0,27320.0,70.0,241729.0,1203787.6,0.18
1970.0,22.0,1.0,227556.0,75.0,2331804.0,3869963.6,0.36
1981.0,4.0,1.0,35251.0,68.0,233905.0,287291.8,0.13
1979.0,4.0,1.0,27533.0,66.0,187596.0,208421.0,0.54
1959.0,4.0,1.0,50333.0,85.0,403005.0,1147499.4,0.25
1937.0,2.0,1.0,24430.0,58.6,240442.0,338053.0,0.93
1970.0,16.0,1.0,95700.0,63.0,867376.0,1099348.0,0.94
2002.0,5.0,1.0,281306.0,71.2,7916896.0,16036080.0,5.99
1926.0,3.0,1.0,80004.0,100.0,2988000.0,553271.8,0.74
2003.0,5.0,1.0,28879.0,85.0,152719.0,450740.0,0.1
1912.0,3.0,1.0,20411.0,63.6,227402.0,1269700.0,3.52
1983.0,4.0,1.0,40090.0,98.0,287289.0,497535.8,0.14
1982.0,4.0,1.0,37642.0,27.0,220791.0,1213792.0,1.83
2007.0,8.0,1.0,66204.0,98.0,318079.0,786835.0,1.04
1993.0,1.0,1.0,107930.0,57.0,1798386.0,1085388.0,0.86
1989.0,8.0,1.0,42765.0,90.0,416023.0,1022232.8,0.19
1988.0,5.0,1.0,188339.0,75.0,2277126.0,580980.0,0.85
1969.0,4.0,1.0,32054.0,90.2,253374.0,420919.8,0.16
2008.0,4.0,1.0,40326.0,60.0,275071.0,523373.0,0.82
2007.0,3.0,1.0,44510.0,19.0,676471.0,1055695.0,0.51
1924.0,7.0,1.0,95611.0,52.0,313483.0,7435249.0,4.19
1998.0,6.0,1.0,36730.0,95.0,179394.0,518470.0,0.84
2016.0,4.0,1.0,69511.0,97.0,351235.0,684620.0,0.62
