YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,Electricity(kWh),NaturalGas(kBtu),GHGEmissionsIntensity
1977.0,1.0,1.0,22320.0,53.0,137127.0,856839.4,0.12
1971.0,4.0,1.0,58485.0,32.0,810872.0,2878003.6,0.27
1900.0,3.0,1.0,22168.0,55.6,220966.0,765950.0,2.03
1913.0,3.0,1.0,43878.0,76.2,219967.0,280070.0,0.44
1960.0,1.0,1.0,110613.0,92.0,253812.0,1298701.0,0.05
1967.0,4.0,1.0,21440.0,69.0,156134.0,445613.2,0.14
1909.0,6.0,1.0,51976.0,52.0,471229.0,2414360.0,2.64
1921.0,4.0,1.0,127268.0,70.0,1652729.0,626600.0,0.67
1952.0,1.0,1.0,27435.0,100.0,124815.0,629295.0,1.31
1968.0,3.0,1.0,143369.0,86.0,964666.0,2226546.2,0.15
1995.0,3.0,1.0,26040.0,48.0,263230.0,1385675.0,0.2
1983.0,13.0,1.0,307557.0,72.0,3138724.0,2551561.6,0.32
1992.0,1.0,2.0,29394.0,36.0,234417.0,506421.0,1.07
1949.0,4.0,1.0,34882.0,96.0,129714.0,1847026.8,0.09
1914.0,2.0,1.0,45594.0,75.0,409510.0,659951.6,0.18
2004.0,3.0,1.0,21947.0,94.4,44239.0,648979.0,1.61
1954.0,1.0,1.0,20484.0,98.0,32589.0,222709.0,0.61
1970.0,21.0,1.0,94000.0,64.4,1001529.0,1602300.0,1.11
1999.0,5.0,1.0,109924.0,97.0,481117.0,1443642.0,1.3
2012.0,4.0,1.0,109623.0,99.0,455004.0,1353175.0,1.2
1909.0,3.0,1.0,27085.0,38.0,281855.0,1127439.0,2.41
1968.0,5.0,1.0,23026.0,83.4,151870.0,919207.0,0.15
1991.0,24.0,1.0,220018.0,91.0,1645060.0,1779284.0,0.19
1918.0,1.0,1.0,34617.0,24.6,772054.0,5143770.0,8.32
2013.0,6.0,1.0,51424.0,100.0,413948.0,15120.0,0.35
1965.0,3.0,1.0,20296.0,72.0,174820.0,418366.2,0.18
1949.0,3.0,1.0,99941.0,68.0,648823.0,6110110.0,3.72
2000.0,2.0,1.0,75605.0,83.0,445603.0,754477.0,0.65
1979.0,12.0,1.0,74327.0,27.0,785954.0,1439289.0,1.24
1905.0,6.0,1.0,167860.0,82.0,1221776.0,1394952.2,0.14
1999.0,3.0,1.0,36115.0,68.6,176888.0,773493.2,0.1
1987.0,2.0,1.0,46855.0,36.0,948991.0,746510.0,1.25
1982.0,6.0,1.0,396626.0,90.0,2702530.0,5229568.8,0.2
1960.0,2.0,1.0,25481.0,95.0,57702.0,544389.0,1.18
1988.0,3.0,1.0,36702.0,86.0,221666.0,995172.6,0.16
1986.0,4.0,1.0,28328.0,64.0,224695.0,322338.8,0.16
1966.0,2.0,1.0,123000.0,47.0,880502.0,1473352.8,0.14
2007.0,4.0,1.0,67910.0,58.0,470438.0,559460.0,0.57
2002.0,4.0,1.0,50903.0,70.4,269834.0,1001133.2,0.14
1922.0,5.0,1.0,371257.0,50.0,3540510.0,33414103.0,6.21
1910.0,5.0,1.0,40420.0,88.0,225972.0,1296290.0,1.81
1962.0,1.0,1.0,45036.0,74.2,289842.0,802757.0,1.07
1969.0,3.0,1.0,25912.0,67.6,215025.0,300510.0,0.24
1966.0,4.0,1.0,39757.0,56.0,313174.0,285140.2,0.17
1958.0,3.0,1.0,25016.0,95.0,159025.0,303629.2,0.13
2014.0,8.0,1.0,473387.0,99.0,1997472.0,2526051.0,0.59
2000.0,5.0,1.0,33480.0,100.0,148078.0,351451.0,0.86
2001.0,8.0,1.0,68628.0,67.0,457201.0,496791.0,0.62
2018.0,4.0,1.0,24452.0,100.0,107192.0,495670.0,1.16
1975.0,6.0,1.0,30481.0,92.4,186227.0,832424.6,0.16
1907.0,5.0,1.0,57452.0,58.4,871303.0,1466670.0,3.93
1959.0,4.0,1.0,22992.0,74.0,190148.0,988958.0,0.16
2009.0,2.0,1.0,138705.0,80.0,817719.0,1806123.0,0.81
1978.0,2.0,1.0,26519.0,37.0,660449.0,1931919.0,4.35
1910.0,3.0,1.0,35520.0,99.0,132843.0,552583.0,0.9
1951.0,1.0,1.0,47699.0,46.0,1386484.0,109248.0,13.26
2000.0,6.0,1.0,98486.0,90.6,668516.0,1057674.6,0.19
1983.0,6.0,1.0,121099.0,96.8,3055277.0,3635665.6,4.66
1958.0,3.0,1.0,25943.0,90.0,175164.0,316906.4,0.13
1929.0,4.0,1.0,58608.0,58.0,179892.0,4520670.0,4.62
2007.0,3.0,1.0,64015.0,53.0,582011.0,882890.0,0.91
1966.0,5.0,1.0,61107.0,96.0,432286.0,2259032.8,0.14
1988.0,4.0,1.0,28080.0,87.0,205612.0,344212.6,0.16
2012.0,4.0,1.0,43210.0,69.0,328338.0,592525.0,1.1
1958.0,1.0,1.0,38624.0,85.0,189738.0,909080.0,1.34
1924.0,1.0,1.0,38412.0,54.0,110694.0,1406585.0,2.0
1962.0,1.0,1.0,65127.0,42.8,1024315.0,2302323.8,3.61
1928.0,3.0,1.0,28058.0,96.4,150800.0,239950.0,0.65
1960.0,3.0,1.0,30287.0,94.0,514402.0,389350.0,1.02
1975.0,3.0,4.0,72671.0,63.0,572290.0,84967.0,0.22
1989.0,4.0,1.0,43441.0,87.0,256872.0,1014634.6,0.17
1995.0,6.0,1.0,33978.0,95.0,205009.0,80147.0,0.36
1928.0,3.0,1.0,21407.0,76.0,48628.0,1051470.0,2.65
1993.0,4.0,1.0,31379.0,73.0,247092.0,360662.4,0.19
1910.0,4.0,1.0,61802.0,28.0,850094.0,1131060.0,1.24
2002.0,5.0,1.0,57756.0,50.8,490751.0,427576.8,0.19
1970.0,23.0,1.0,179745.0,15.0,1860658.0,1931790.0,0.99
2016.0,4.0,1.0,35780.0,67.0,268432.0,303594.0,0.6
1907.0,3.0,1.0,25600.0,100.0,95327.0,408822.4,0.07
1979.0,8.0,1.0,75477.0,16.0,920046.0,1347280.0,1.19
1995.0,2.0,1.0,308965.0,83.0,2999813.0,3832400.0,2.17
1998.0,1.0,1.0,30533.0,27.2,1555919.0,2498733.0,5.35
1937.0,2.0,1.0,59800.0,65.0,353908.0,470090.0,0.53
1994.0,1.0,3.0,22800.0,89.2,102445.0,1543379.0,3.68
1984.0,3.0,1.0,43788.0,63.0,384100.0,1044741.4,0.17
1928.0,4.0,1.0,38041.0,81.8,183795.0,667381.0,1.38
1928.0,14.0,1.0,50141.0,81.0,213061.0,2461463.0,2.69
1968.0,3.0,1.0,68815.0,83.0,479836.0,1417952.8,0.14
1952.0,3.0,1.0,30740.0,95.0,177082.0,969496.0,1.79
1998.0,5.0,1.0,37002.0,88.0,274162.0,1235599.8,0.15
2007.0,4.0,1.0,95353.0,94.0,520183.0,1420987.0,0.17
1989.0,25.0,1.0,516342.0,77.0,4250628.0,3547326.0,0.22
1966.0,7.0,1.0,28291.0,91.0,224080.0,322338.8,0.16
1956.0,3.0,1.0,20008.0,98.0,168038.2,964080.0,2.55
1925.0,4.0,1.0,39760.0,79.0,108199.0,258290.0,4.34
2018.0,6.0,1.0,95776.0,99.0,485791.0,1074950.0,0.91
1985.0,4.0,1.0,22984.0,62.0,188236.0,1555412.8,0.18
1990.0,4.0,2.0,54304.0,98.0,422833.0,1075326.2,0.15
1910.0,4.0,1.0,117693.0,49.0,2157488.0,322270.0,0.51
2016.0,6.0,1.0,32489.0,98.0,249531.0,495671.0,0.96
1900.0,4.0,1.0,50510.0,63.0,631524.0,2625100.0,3.0
1961.0,9.0,1.0,144995.0,98.0,523629.0,2500816.0,1.24
2000.0,3.0,1.0,103166.0,69.0,567298.0,2250040.0,1.26
1958.0,3.0,1.0,38035.0,94.0,247770.0,0.0,0.13
2016.0,7.0,1.0,114829.0,95.0,496287.0,985440.0,0.73
1930.0,3.0,1.0,25380.0,66.0,58713.0,1070254.0,2.45
1960.0,6.0,1.0,44016.0,100.0,212370.0,548535.2,0.11
1924.0,3.0,1.0,33400.0,90.0,125969.0,1117750.0,1.85
1990.0,5.0,1.0,289419.0,66.0,3180399.0,680472.0,0.76
2018.0,6.0,1.0,184974.0,20.0,1775625.0,1156480.0,0.73
2012.0,7.0,1.0,345949.0,99.0,1468013.0,2614100.0,0.74
1926.0,3.0,1.0,57620.0,71.0,577780.0,1981666.0,0.23
1928.0,6.0,1.0,35770.0,71.0,170611.0,1966980.0,3.01
2006.0,7.0,1.0,262316.0,96.0,1621062.0,2076380.0,0.66
2008.0,4.0,1.0,242686.0,80.0,2063030.0,2916450.6,0.29
1991.0,6.0,1.0,41030.0,63.0,190617.0,943110.0,2.14
1914.0,4.0,1.0,20928.0,73.0,89096.0,653572.0,1.74
1928.0,2.0,1.0,24120.0,57.0,97504.0,363990.0,0.88
1955.0,2.0,1.0,39497.0,17.0,391815.0,411270.0,0.75
1964.0,4.0,1.0,26744.0,93.0,194871.0,458653.2,0.14
2004.0,7.0,1.0,193946.0,65.0,1519099.0,4732990.0,1.63
1969.0,4.0,1.0,22207.0,79.8,124543.0,248750.0,0.7
1964.0,1.0,1.0,35000.0,53.0,110995.0,843319.2,0.06
1990.0,26.0,1.0,321050.0,47.0,2289547.0,6540539.0,1.73
1980.0,3.0,1.0,49106.0,34.0,348984.0,1785383.4,0.14
2015.0,4.0,1.0,47612.0,94.0,521543.0,984192.0,1.52
1980.0,1.0,1.0,39840.0,2.0,270206.0,392915.4,0.13
2005.0,1.0,1.0,94713.0,81.0,1165456.0,2066012.0,1.4
2002.0,3.0,1.0,66994.0,60.0,552722.0,777430.0,0.78
1909.0,3.0,1.0,20620.0,86.2,120181.0,337398.0,0.98
1957.0,2.0,1.0,91130.0,34.0,1881554.0,1296620.0,1.16
2014.0,4.0,1.0,182378.0,100.0,721722.0,1559290.0,0.91
1983.0,22.0,1.0,195788.0,60.0,2090117.0,5180522.0,0.21
1963.0,2.0,1.0,28296.0,44.0,269236.0,531910.0,1.18
1971.0,23.0,4.0,474546.0,64.0,8879640.0,18422592.2,0.37
1970.0,4.0,1.0,25300.0,88.0,192393.0,326999.8,0.15
1946.0,1.0,1.0,20332.0,73.4,62698.0,178757.0,0.53
1971.0,1.0,1.0,28320.0,82.0,72388.0,826195.0,0.05
2007.0,11.0,1.0,399935.0,74.0,1692091.0,8268730.0,1.53
1995.0,1.0,1.0,101830.0,60.0,1739556.0,4777640.0,2.82
1999.0,6.0,1.0,48150.0,98.0,328548.0,715228.2,0.14
2021.0,6.0,1.0,73322.0,83.0,763567.0,1001766.4,0.25
1967.0,4.0,1.0,21440.0,80.0,154238.0,650984.8,0.14
1985.0,3.0,6.0,72459.0,61.0,664047.0,551384.2,0.18
1985.0,4.0,1.0,114030.0,26.0,1094972.0,3588264.6,0.19
1971.0,1.0,1.0,51704.0,61.0,310995.0,924575.0,1.07
1970.0,9.0,1.0,71827.0,88.0,498322.0,702546.2,0.18
1987.0,3.0,1.0,33176.0,90.0,173994.0,576550.0,1.02
2006.0,4.0,1.0,56334.0,80.0,355517.0,657044.0,0.74
1976.0,3.0,1.0,30940.0,96.0,159071.0,413081.6,0.1
2009.0,3.0,1.0,32405.0,68.0,292479.0,813355.4,0.19
1947.0,3.0,1.0,24920.0,80.0,53916.0,1206975.0,2.61
1924.0,2.0,1.0,42975.0,75.0,56896.0,910100.0,1.15
2006.0,7.0,1.0,261980.0,100.0,1072457.0,1949590.0,0.64
1961.0,2.0,2.0,76475.0,93.0,185787.0,983516.0,0.73
1911.0,6.0,1.0,31008.0,1.0,718298.0,441944.0,1.21
1967.0,6.0,1.0,51568.0,91.0,315855.0,202965.0,0.33
1963.0,5.0,1.0,27288.0,70.0,115819.0,996402.0,2.02
2000.0,4.0,1.0,30948.0,60.2,296868.0,222746.2,0.19
1986.0,1.0,1.0,23190.0,6.0,135843.0,1636038.0,3.85
2016.0,5.0,1.0,30669.0,100.0,226472.0,679634.0,1.32
1927.0,8.0,1.0,226061.0,70.0,2230987.0,5778917.4,1.73
1969.0,4.0,1.0,56104.0,73.0,447263.0,1529193.6,0.16
1984.0,4.0,1.0,50252.0,68.0,494700.0,1349331.6,0.19
1975.0,3.0,4.0,72671.0,59.0,626117.0,31010.0,0.19
1922.0,2.0,1.0,21022.0,48.0,36459.0,905596.0,2.32
2014.0,7.0,1.0,135643.0,100.0,621092.0,726400.0,0.46
1981.0,4.0,1.0,77662.0,68.0,927568.0,1153030.0,1.34
1990.0,4.0,1.0,41126.0,59.0,330004.0,763220.0,1.14
1980.0,4.0,1.0,45057.0,77.0,318984.0,986924.2,0.16
2001.0,3.0,1.0,69881.0,94.0,375340.0,132410.0,0.21
1949.0,1.0,1.0,26033.0,78.0,99743.0,808817.0,1.72
1952.0,1.0,1.0,21900.0,99.0,28236.0,1686710.0,4.11
1968.0,4.0,1.0,23705.0,52.0,383228.0,1458478.4,0.34
1994.0,6.0,1.0,77577.0,93.0,380876.0,742090.0,0.96
1998.0,6.0,1.0,71597.0,90.6,460363.0,694058.2,0.16
1980.0,1.0,1.0,39840.0,4.0,230609.0,741259.8,0.11
1947.0,1.0,1.0,37377.0,65.6,321967.0,2425154.0,3.61
2009.0,7.0,1.0,142586.0,89.8,332214.0,3220986.0,1.6
1984.0,2.0,1.0,20979.0,78.0,152631.0,77855.0,0.34
1960.0,7.0,1.0,45564.0,83.0,154621.0,2343280.0,2.79
2015.0,4.0,1.0,41403.0,99.0,238802.0,418004.0,0.65
1989.0,4.0,2.0,36992.0,95.8,173800.0,360987.0,0.12
1962.0,4.0,1.0,89391.0,53.0,1115829.0,2086170.0,1.48
1967.0,4.0,1.0,26528.0,84.0,194875.0,458653.2,0.15
2018.0,9.0,2.0,255649.0,91.0,1276552.0,1955750.0,0.6
1984.0,4.0,1.0,24620.0,42.0,237018.0,670150.4,0.19
1988.0,2.0,1.0,54528.0,93.0,316899.0,1153182.4,0.12
1929.0,4.0,1.0,23875.0,51.0,89419.0,953880.0,2.19
1989.0,2.0,1.0,52792.0,97.0,413179.0,1072114.0,0.15
1961.0,3.0,1.0,43752.0,56.0,404368.0,660633.6,0.18
1974.0,3.0,1.0,56259.0,50.0,283432.0,1637430.0,1.64
1972.0,1.0,1.0,48112.0,80.0,300912.0,800783.0,0.12
1970.0,2.0,1.0,39170.0,81.0,318586.0,1114837.0,1.67
1915.0,6.0,1.0,40715.0,66.0,503418.0,473630.0,0.86
1968.0,3.0,1.0,100734.0,23.0,2577268.0,763431.2,0.69
1931.0,2.0,1.0,61200.0,11.0,588910.0,3439325.0,3.17
1978.0,4.0,1.0,73234.0,85.0,538273.0,690332.2,0.15
2003.0,5.0,1.0,52020.0,85.0,323275.0,337647.0,0.47
2008.0,2.0,1.0,222556.0,80.0,1719380.0,4817282.0,4.29
2002.0,6.0,1.0,40025.0,67.0,311304.0,506498.0,0.82
2012.0,6.0,1.0,43762.0,97.0,194959.0,794692.0,0.12
2009.0,8.0,1.0,447755.0,67.0,4303032.0,3329998.0,0.8
1988.0,4.0,1.0,132828.0,79.6,308858.0,2135339.8,0.05
2015.0,3.0,2.0,29848.0,48.0,290258.0,688951.6,0.25
1985.0,3.0,1.0,47544.0,88.8,155009.0,1302831.0,1.52
1909.0,4.0,1.0,29796.0,99.4,108733.0,1276840.0,2.34
2003.0,6.0,1.0,150545.0,27.0,1578431.0,8073574.0,4.57
1911.0,3.0,1.0,56072.0,57.0,159101.0,2815516.0,2.72
1928.0,2.0,1.0,30000.0,65.2,285920.0,119380.0,0.4
1995.0,2.0,1.0,308965.0,85.0,2544354.0,7096095.0,3.52
1925.0,4.0,1.0,25316.0,49.0,165611.0,867340.0,1.95
1956.0,1.0,1.0,22509.0,73.0,38718.0,0.0,0.03
1982.0,15.0,1.0,115775.0,93.0,847722.0,1939473.4,0.2
2014.0,13.0,1.0,201839.0,84.0,1244815.0,1849928.0,0.84
2012.0,24.0,1.0,676169.0,19.0,5408818.0,6623222.0,0.83
1969.0,49.0,1.0,1123435.0,79.0,12174970.0,6639513.0,0.79
1981.0,3.0,1.0,24492.0,82.0,161911.0,318223.8,0.15
1966.0,5.0,1.0,30517.0,93.0,187468.0,403039.8,0.15
1989.0,2.0,1.0,57298.0,92.0,323737.0,549817.2,0.11
1968.0,4.0,1.0,227233.0,92.0,1442405.0,15760.0,0.13
1961.0,3.0,1.0,43752.0,44.0,425681.0,289233.4,0.19
1990.0,5.0,1.0,30199.0,94.0,178442.0,585843.4,0.15
1951.0,2.0,1.0,41600.0,58.0,206353.0,491090.0,0.72
2002.0,5.0,1.0,21536.0,81.0,149288.0,625918.6,0.14
1969.0,10.0,1.0,139127.0,68.0,1496714.0,3767772.6,0.21
1925.0,3.0,1.0,34090.0,85.0,274161.0,740591.8,0.16
1985.0,3.0,1.0,33580.0,92.0,154528.0,1152636.6,0.15
1969.0,4.0,1.0,32054.0,89.2,251385.0,464148.4,0.16
2009.0,6.0,1.0,286000.0,64.6,3709033.0,734640.0,0.64
2017.0,4.0,1.0,51521.0,75.0,370437.0,1268230.0,0.2
2008.0,2.0,1.0,222556.0,43.0,1585959.0,2209595.2,0.47
1976.0,1.0,1.0,44100.0,20.0,208126.0,1064735.6,0.09
1971.0,5.0,1.0,56319.0,45.0,644136.0,674725.0,0.86
1990.0,3.0,1.0,30110.0,83.0,166775.0,801861.4,0.13
1999.0,4.0,1.0,37317.0,64.8,275690.0,392652.6,0.15
1998.0,5.0,1.0,53887.0,100.0,473496.0,738210.0,1.11
1920.0,3.0,1.0,30971.0,53.8,419618.0,1359685.0,2.59
1986.0,2.0,1.0,66240.0,58.8,921915.0,2263355.2,0.29
1928.0,3.0,1.0,60375.0,21.2,1266413.0,5346474.0,5.11
1967.0,11.0,1.0,92183.0,76.2,573107.0,358188.0,3.11
1969.0,3.0,1.0,28296.0,92.0,215025.0,303977.6,0.15
2000.0,3.0,1.0,29351.0,93.0,191330.0,429411.4,0.13
1987.0,4.0,1.0,30060.0,94.0,223666.0,112217.8,0.15
2006.0,3.0,1.0,269297.0,79.0,2240076.0,2847026.0,0.72
2007.0,4.0,1.0,64596.0,82.0,347644.0,1357558.0,1.97
1930.0,2.0,1.0,67224.0,67.0,384008.0,1615592.4,0.11
2006.0,5.0,1.0,131050.0,89.0,940831.0,23540.0,0.23
1962.0,3.0,1.0,29874.0,85.0,84625.0,803353.0,1.48
1990.0,4.0,1.0,43035.0,84.0,245726.0,956307.4,0.11
1983.0,6.0,1.0,275982.0,98.8,357091.0,3064694.0,0.09
2006.0,14.0,1.0,724148.0,12.0,6717000.0,13944944.0,1.34
1910.0,3.0,3.0,73549.0,90.0,276394.0,1880186.0,1.43
1944.0,4.0,1.0,99122.0,74.4,3256342.0,3221950.0,2.37
1989.0,5.0,1.0,21902.0,84.0,182194.0,266822.8,0.2
1979.0,2.0,1.0,43016.0,45.0,335552.0,3316590.0,4.85
1949.0,1.0,1.0,20796.0,85.4,109476.0,958164.0,2.55
1902.0,6.0,1.0,74211.0,95.4,125322.0,599485.8,0.04
1989.0,7.0,1.0,87645.0,95.0,474482.0,521543.0,0.42
2018.0,4.0,1.0,93815.0,72.6,106757.0,358990.0,0.23
1995.0,2.0,1.0,308965.0,57.0,3069623.0,4109607.0,2.3
2000.0,2.0,1.0,61052.0,80.0,494999.0,677992.0,0.75
1904.0,6.0,1.0,29820.0,45.6,294038.0,527274.0,1.13
1946.0,2.0,2.0,111445.0,86.6,695771.0,3060283.0,1.58
2015.0,7.0,1.0,325000.0,71.0,2533714.0,8309402.0,1.51
1969.0,1.0,1.0,55450.0,25.0,607110.0,2638547.0,2.74
1963.0,3.0,1.0,39115.0,42.0,878757.0,736988.0,1.44
1952.0,1.0,1.0,39600.0,85.0,118714.0,995908.2,0.06
1930.0,1.0,1.0,25881.0,88.0,139455.0,350257.4,0.11
1999.0,8.0,1.0,87925.0,93.2,479597.0,119633.0,0.18
1912.0,2.0,1.0,25380.0,37.2,935894.0,3810346.0,8.69
1991.0,5.0,1.0,30796.0,93.0,194590.0,544213.0,0.18
1982.0,2.0,1.0,36600.0,55.6,72201.0,1431317.4,0.04
1946.0,1.0,1.0,20332.0,90.0,60430.0,267479.0,0.76
1988.0,2.0,2.0,34176.0,85.8,71157.0,476948.0,0.78
2016.0,2.0,1.0,23342.0,33.2,432169.0,836340.0,2.27
1958.0,1.0,1.0,54765.0,45.8,1074934.0,819559.0,1.18
2007.0,6.0,1.0,145812.0,94.4,1014635.0,2137897.0,0.91
2000.0,4.0,1.0,90000.0,28.0,1357320.0,1016414.8,0.5
1990.0,5.0,1.0,144573.0,45.0,1501400.0,2936360.6,0.38
1969.0,2.0,1.0,25872.0,44.0,254614.0,738627.0,1.71
2013.0,4.0,1.0,56184.0,100.0,203689.0,335473.0,0.39
2001.0,3.0,1.0,59846.0,71.0,463485.0,446545.0,0.55
1956.0,4.0,1.0,23856.0,79.0,203380.0,536900.2,0.17
2010.0,2.0,1.0,367884.0,75.0,2286064.0,6507610.0,1.06
1910.0,2.0,1.0,31140.0,93.4,80550.0,886710.0,1.56
1956.0,2.0,1.0,28800.0,88.8,199615.0,469494.0,1.0
2017.0,5.0,1.0,33889.0,97.0,130749.0,757925.0,1.26
1988.0,3.0,1.0,31499.0,80.0,200145.0,698588.8,0.16
1952.0,1.0,1.0,39600.0,86.0,95593.0,252657.0,0.39
1969.0,4.0,1.0,20851.0,98.0,90400.0,245647.0,0.71
2008.0,7.0,1.0,124642.0,61.0,1423470.0,1671076.6,0.23
2008.0,6.0,1.0,371442.0,98.8,1570725.0,4371090.0,1.18
1991.0,4.0,1.0,34544.0,78.0,228379.0,144264.0,0.36
1962.0,3.0,1.0,22982.0,60.0,189064.0,1330681.4,0.16
1988.0,2.0,2.0,34176.0,85.8,70638.0,640492.0,1.03
1983.0,29.0,1.0,500000.0,88.0,5299543.0,9053958.0,0.21
1928.0,2.0,1.0,30000.0,70.2,245179.0,150915.0,0.43
2006.0,13.0,1.0,372242.0,98.0,3601225.0,2795954.0,0.69
1982.0,3.0,1.0,25111.0,85.0,118470.0,377080.0,0.89
1958.0,6.0,1.0,172842.0,85.6,7264196.0,2138700.0,1.75
2016.0,40.0,1.0,632252.0,72.0,3886000.0,9077238.0,1.15
2005.0,1.0,1.0,26208.0,76.0,275377.0,641870.0,1.51
2007.0,3.0,1.0,54035.0,59.6,522184.0,447180.0,0.63
1991.0,3.0,1.0,66588.0,74.0,603916.0,0.0,0.18
1954.0,2.0,1.0,28696.0,88.2,122611.0,411159.2,0.11
1948.0,4.0,1.0,40326.0,42.0,163862.0,2156151.0,2.91
1974.0,1.0,1.0,25620.0,82.0,55671.0,360375.0,0.79
1970.0,5.0,1.0,39900.0,90.0,256746.0,447227.4,0.13
1954.0,1.0,1.0,22583.0,94.0,213680.0,1347432.0,3.35
2017.0,7.0,1.0,135492.0,97.0,744518.0,1801350.0,1.04
1961.0,3.0,1.0,22960.0,78.2,158947.0,1724655.0,4.12
2001.0,3.0,1.0,103697.0,7.0,1437352.0,6415592.0,6.58
1991.0,3.0,1.0,34074.0,37.0,909605.0,4166830.0,7.01
1925.0,3.0,1.0,28187.0,95.0,88665.0,321104.0,0.67
1986.0,4.0,1.0,24864.0,56.0,176203.0,469201.6,0.14
1983.0,2.0,1.0,23687.0,92.0,159680.0,535264.0,0.13
1955.0,6.0,1.0,88422.0,77.0,315370.0,4009008.0,2.91
1978.0,4.0,1.0,23101.0,65.0,189890.0,988958.0,0.16
2018.0,6.0,1.0,111949.0,98.0,421646.0,994610.0,0.69
1968.0,3.0,1.0,26159.0,77.0,196793.0,508324.0,0.15
2017.0,4.0,2.0,192257.0,98.0,712056.0,1923676.0,0.8
1989.0,4.0,1.0,43441.0,92.0,234595.0,638627.4,0.15
1960.0,1.0,1.0,30000.0,39.0,105259.0,2834151.0,5.08
1920.0,3.0,1.0,25475.0,85.0,55740.0,969597.0,2.06
1948.0,2.0,1.0,47237.0,70.8,1767794.0,1642800.8,0.74
1969.0,11.0,1.0,153163.0,51.0,1872789.0,4139200.0,3.54
1914.0,4.0,1.0,79957.0,38.0,1347062.0,546090.0,0.33
1985.0,5.0,1.0,38430.0,35.2,395954.0,175907.0,0.45
2018.0,44.0,1.0,905655.0,74.0,12112460.0,5074210.0,0.65
1970.0,4.0,1.0,29222.0,75.0,215650.0,796168.4,0.15
1981.0,2.0,1.0,23600.0,77.0,208524.0,412835.8,0.17
2013.0,6.0,300.0,84577.0,92.0,317677.0,608843.0,0.46
2008.0,20.0,1.0,455883.0,5.0,6738267.0,17525338.0,6.41
1900.0,3.0,1.0,26830.0,38.0,366059.0,818491.2,0.27
2006.0,6.0,1.0,37877.0,49.0,267896.0,249260.0,0.49
1923.0,4.0,1.0,24680.0,88.0,132935.0,331010.0,0.82
1971.0,1.0,1.0,28320.0,1.0,1008312.0,863279.0,2.32
1923.0,3.0,1.0,33600.0,37.0,910050.0,1365528.0,2.69
2021.0,5.0,1.0,114476.0,36.0,958660.0,1481750.0,1.09
2013.0,6.0,1.0,79805.0,25.0,1366841.0,2867663.0,2.46
1968.0,4.0,1.0,21880.0,48.2,237756.0,1456035.2,0.22
1981.0,1.0,1.0,20971.0,47.6,337008.0,1577845.0,0.32
1960.0,7.0,1.0,61180.0,41.0,534591.0,1718517.0,2.11
1991.0,5.0,1.0,27480.0,100.0,75282.0,273620.0,0.58
1978.0,2.0,1.0,26519.0,44.4,636152.0,1546514.0,3.57
1985.0,4.0,1.0,49034.0,85.0,393594.0,1843518.2,0.17
1965.0,4.0,1.0,26153.0,88.0,170301.0,444061.8,0.15
2002.0,37.0,1.0,1052469.0,85.0,9188542.0,1903644.2,0.2
1941.0,3.0,1.0,24548.0,95.0,215240.0,233971.8,0.17
1955.0,5.0,1.0,31945.0,9.0,484997.0,1109123.8,0.3
1901.0,2.0,1.0,26560.0,42.0,60063.0,845370.0,1.73
2014.0,8.0,1.0,142070.0,99.0,588728.0,984123.0,0.62
2018.0,7.0,1.0,226256.0,99.0,1266024.0,96890.0,0.16
1973.0,26.0,1.0,187080.0,95.0,1244343.0,1057282.0,0.43
2007.0,5.0,1.0,50749.0,79.0,432050.0,26957.0,0.2
2002.0,4.0,1.0,23236.0,58.0,190673.0,988958.0,0.16
2013.0,8.0,1.0,330000.0,83.0,7181878.0,24225020.0,4.32
1968.0,3.0,1.0,59502.0,42.0,597863.0,1765324.4,0.2
1968.0,6.0,1.0,49510.0,26.0,709498.0,503739.0,0.82
1982.0,33.0,1.0,231352.0,35.0,1925498.0,6206580.0,1.59
1968.0,4.0,1.0,23705.0,73.0,336912.0,1254337.4,0.3
1912.0,2.0,1.0,34914.0,35.4,365441.0,3992503.0,6.27
1995.0,1.0,1.0,101830.0,83.0,879549.0,4217900.0,2.37
2016.0,5.0,1.0,128210.0,96.0,500190.0,1187650.0,0.57
1928.0,3.0,1.0,21376.0,100.0,50439.0,16140.0,0.09
1990.0,5.0,4.0,597519.0,47.0,16637920.0,82839456.0,7.9
2018.0,41.0,1.0,614765.0,66.0,3831564.0,11586290.0,1.43
1928.0,2.0,1.0,55653.0,77.4,96496.0,1282714.0,1.26
1991.0,2.0,1.0,47963.0,83.0,276042.0,1122130.0,2.44
1980.0,11.0,1.0,53290.0,95.0,458817.0,732801.0,0.17
1991.0,4.0,1.0,34544.0,88.0,196635.0,299060.0,0.59
1990.0,4.0,1.0,27344.0,65.8,254468.0,640448.4,0.23
1902.0,3.0,1.0,76893.0,57.0,1898583.0,546090.0,0.49
1906.0,4.0,1.0,43484.0,26.0,409608.0,303113.0,0.19
1910.0,6.0,1.0,34909.0,97.0,194794.0,465940.8,0.11
1979.0,27.0,1.0,117069.0,55.2,1341752.0,3620640.6,0.23
1920.0,3.0,1.0,25475.0,85.0,63892.0,1027370.0,2.19
1978.0,12.0,1.0,234000.0,29.0,5206015.0,585820.0,0.63
